Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-1.44656e-05,1.68934e-05,1.38877e-05,3.98247e-05,1.75035e-05,8.69965e-06
2,8.77139e-06,1.7201e-05,5.68859e-06,4.39061e-05,1.50606e-05,1.53921e-05
3,2.19893e-05,2.22122e-05,-2.31723e-05,4.88201e-05,2.54008e-05,1.45995e-05
4,1.40687e-05,2.69299e-05,-3.8409e-05,5.38638e-05,3.94566e-05,9.04644e-06
5,-4.21146e-06,2.67823e-05,-3.252e-05,5.34076e-05,4.50359e-05,6.01886e-06
6,-2.19266e-05,2.30178e-05,-2.06831e-05,4.55345e-05,3.99453e-05,6.18701e-06
7,-2.43236e-05,1.90006e-05,-5.0257e-06,4.08791e-05,2.79226e-05,9.40565e-06
8,-7.64823e-06,1.48435e-05,-1.64e-06,4.07658e-05,2.01072e-05,1.27559e-05
9,8.18992e-06,1.1042e-05,-2.05574e-05,4.31236e-05,2.08995e-05,1.3534e-05
10,1.13901e-05,1.335e-05,-2.38169e-05,5.73692e-05,2.5258e-05,1.44981e-05
11,5.23092e-06,1.51843e-05,-2.00744e-06,6.3459e-05,3.15299e-05,1.35776e-05
12,-1.70551e-05,3.27155e-06,1.41898e-05,4.78686e-05,4.02992e-05,7.21639e-06
13,-2.98556e-05,-9.17294e-06,2.65295e-05,3.3675e-05,3.92628e-05,9.55265e-06
14,-7.6565e-06,-1.89879e-06,2.9417e-05,4.32039e-05,3.157e-05,2.04554e-05
15,1.12968e-05,1.32688e-05,1.32114e-05,5.92964e-05,2.85318e-05,1.99116e-05
16,1.32072e-05,2.14455e-05,-1.40204e-05,5.96531e-05,2.99187e-05,1.49814e-05
17,1.35816e-05,2.01826e-05,-3.40315e-05,4.97622e-05,3.84783e-05,1.79526e-05
18,9.3896e-06,1.84661e-05,-3.96954e-05,4.97245e-05,4.57124e-05,2.5294e-05
