Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,3.96121e-06,-1.17068e-05,5.80978e-05,2.64922e-05,1.55211e-05,-3.38504e-05
2,3.69169e-06,-1.38021e-05,6.18006e-05,2.6241e-05,2.52881e-05,-2.94632e-05
3,7.9156e-06,4.65478e-06,5.74532e-05,3.33409e-05,2.67693e-05,-2.04756e-05
4,1.57419e-05,2.00768e-05,4.70032e-05,3.88087e-05,1.92489e-05,-8.15077e-06
5,2.26435e-05,1.80219e-05,3.74314e-05,3.6552e-05,1.19282e-05,5.65089e-06
6,2.20136e-05,2.1364e-06,3.89398e-05,2.76415e-05,9.51981e-06,1.26831e-05
7,1.41484e-05,-1.94708e-05,5.07945e-05,1.43385e-05,1.1087e-05,9.71958e-06
8,7.02507e-06,-2.42043e-05,6.01991e-05,7.8014e-06,1.57543e-05,6.10007e-06
9,4.78681e-06,-4.96032e-06,5.96014e-05,1.4777e-05,2.10695e-05,2.70177e-07
10,5.87297e-06,1.46044e-05,5.03074e-05,2.41844e-05,2.38901e-05,-9.15754e-06
11,7.44787e-06,1.69059e-05,3.97766e-05,2.51859e-05,2.31197e-05,-1.55849e-05
12,7.7683e-06,5.60312e-06,3.87649e-05,2.06418e-05,1.8819e-05,-2.30708e-05
13,6.56781e-06,-2.03746e-05,4.90382e-05,1.41571e-05,1.45763e-05,-2.74805e-05
14,5.05184e-06,-3.29681e-05,5.78217e-05,1.30998e-05,1.51695e-05,-2.0482e-05
15,3.25691e-06,-1.06186e-05,5.7632e-05,2.2665e-05,1.77846e-05,-1.12344e-05
16,3.40519e-06,8.76437e-06,4.81624e-05,2.59685e-05,1.64245e-05,-1.24532e-05
17,7.8286e-06,1.0735e-05,3.39784e-05,2.42231e-05,1.43067e-05,-1.75746e-05
18,9.7758e-06,1.28709e-05,2.93948e-05,2.63743e-05,1.17625e-05,-1.40677e-05
19,3.21439e-06,1.40968e-05,4.1083e-05,2.39521e-05,7.23319e-06,-6.46593e-06
20,-4.68148e-06,1.43766e-05,5.37925e-05,2.64427e-05,1.15721e-05,-5.82033e-06
21,-7.43929e-06,1.46131e-06,5.29472e-05,2.91492e-05,2.38328e-05,-1.36247e-05
22,-2.8597e-06,-2.18261e-05,4.64143e-05,2.93124e-05,3.20455e-05,-2.65295e-05
23,4.98785e-06,-2.28895e-05,4.53044e-05,3.32112e-05,3.71267e-05,-3.63939e-05
24,9.46124e-06,-1.38093e-06,4.34993e-05,4.11739e-05,4.04049e-05,-3.76792e-05
25,9.91373e-06,1.4926e-05,3.39464e-05,4.85648e-05,4.35164e-05,-3.7429e-05
