Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-1.11277e-05,1.00006e-05,3.92501e-05,5.04572e-05,-1.61092e-06,2.35905e-05
2,-1.06276e-05,1.69005e-05,3.75435e-05,4.83617e-05,-3.50196e-06,2.32427e-05
3,-1.07921e-05,1.92452e-05,3.09863e-05,4.56618e-05,-6.24328e-06,2.18259e-05
4,-1.67177e-05,1.48239e-05,2.44852e-05,4.50124e-05,-8.65835e-06,2.02774e-05
5,-1.86842e-05,1.03381e-05,2.39772e-05,4.37663e-05,-7.45624e-06,1.96697e-05
6,-1.03339e-05,1.077e-05,2.887e-05,3.93887e-05,-2.4105e-06,1.86867e-05
7,-3.36704e-06,1.74649e-05,3.33315e-05,3.46648e-05,3.0267e-06,1.60004e-05
8,-5.86982e-06,2.65828e-05,3.44549e-05,3.37716e-05,3.14298e-06,1.26895e-05
9,-1.60148e-05,3.04186e-05,3.28519e-05,3.58791e-05,-2.21438e-06,1.1638e-05
10,-3.02129e-05,2.71953e-05,2.80712e-05,3.87433e-05,-7.17953e-06,1.11735e-05
11,-3.32565e-05,2.08511e-05,2.43194e-05,4.19811e-05,-8.75357e-06,9.55199e-06
12,-2.02159e-05,2.05055e-05,2.91599e-05,4.57016e-05,-9.82143e-06,9.35592e-06
13,-1.46433e-05,2.43092e-05,3.5992e-05,4.82668e-05,-1.1164e-05,1.05689e-05
14,-1.71031e-05,2.53375e-05,4.12651e-05,4.97491e-05,-1.08876e-05,1.21263e-05
15,-1.3255e-05,2.13289e-05,4.41176e-05,5.25257e-05,-9.84699e-06,1.05046e-05
16,-1.05825e-05,1.53378e-05,4.07767e-05,5.36745e-05,-1.04677e-05,6.62269e-06
17,-1.34067e-05,1.46079e-05,3.80397e-05,5.3682e-05,-1.22437e-05,6.19007e-06
18,-2.53195e-05,1.59835e-05,3.55414e-05,5.40737e-05,-1.3673e-05,7.46077e-06
19,-3.74009e-05,1.28442e-05,3.15451e-05,5.74995e-05,-1.23904e-05,1.05504e-05
20,-3.58136e-05,8.53185e-06,3.0862e-05,6.03859e-05,-1.08371e-05,1.40421e-05
21,-2.31507e-05,8.89106e-06,3.55252e-05,5.85547e-05,-1.08693e-05,1.65855e-05
22,-1.37781e-05,1.13894e-05,3.9808e-05,5.36011e-05,-1.11569e-05,1.71512e-05
23,-1.03184e-05,1.23631e-05,3.81388e-05,4.95339e-05,-1.03573e-05,1.53166e-05
24,-1.57119e-05,9.98713e-06,3.17227e-05,4.96019e-05,-1.00768e-05,1.17941e-05
25,-2.66864e-05,6.76818e-06,2.52781e-05,5.19795e-05,-1.27075e-05,9.73334e-06
26,-2.76939e-05,6.57449e-06,2.62077e-05,5.32958e-05,-1.68959e-05,1.19378e-05
27,-1.61514e-05,8.10217e-06,3.16891e-05,5.34595e-05,-1.94852e-05,1.36202e-05
28,-3.9066e-06,1.0548e-05,3.44323e-05,5.41301e-05,-1.75695e-05,1.18432e-05
29,1.30774e-06,1.29517e-05,3.48537e-05,5.35242e-05,-1.40015e-05,1.00255e-05
30,-1.46762e-07,1.1759e-05,3.44857e-05,5.3282e-05,-1.26698e-05,1.08861e-05
31,-7.73165e-06,7.54619e-06,3.28604e-05,5.66222e-05,-1.47388e-05,1.19334e-05
32,-1.1366e-05,3.65289e-06,3.41257e-05,6.1747e-05,-1.64784e-05,1.26766e-05
33,-6.59227e-06,-3.9246e-07,3.82079e-05,6.35448e-05,-1.71707e-05,1.37179e-05
34,9.00469e-07,-2.68785e-06,3.76821e-05,6.3117e-05,-1.97858e-05,1.59882e-05
35,4.64448e-06,-6.27625e-07,3.11045e-05,6.25667e-05,-2.40705e-05,1.73993e-05
36,4.32032e-07,7.85292e-07,2.29504e-05,6.19426e-05,-2.72808e-05,1.31945e-05
37,-1.41552e-05,-5.8871e-06,1.60247e-05,6.0198e-05,-2.81753e-05,5.06923e-06
38,-2.09583e-05,-1.21101e-05,8.22378e-06,5.71958e-05,-2.60962e-05,2.05485e-06
39,-7.8068e-06,-8.76764e-06,6.00123e-06,5.74548e-05,-2.25403e-05,3.53281e-06
40,2.88153e-06,-4.58638e-06,1.28029e-05,5.93649e-05,-2.05812e-05,3.31782e-06
41,2.10998e-06,-3.77346e-06,1.8995e-05,5.75091e-05,-2.03483e-05,4.10188e-06
42,1.63136e-06,-4.09081e-06,2.43488e-05,5.64829e-05,-1.90692e-05,5.55164e-06
43,3.24954e-06,-2.2451e-06,2.84298e-05,5.84235e-05,-1.51731e-05,4.39895e-06
44,7.56319e-06,4.30433e-06,2.89983e-05,6.25255e-05,-1.16761e-05,2.19703e-06
45,4.04183e-06,9.3674e-06,2.38594e-05,6.4868e-05,-1.04611e-05,-2.70636e-07
46,-5.20354e-06,9.05172e-06,1.74899e-05,6.6274e-05,-1.12359e-05,-2.27956e-06
47,-5.12485e-06,7.34664e-06,2.11868e-05,6.70496e-05,-1.23221e-05,-3.0619e-06
48,3.18254e-06,8.20616e-06,2.9937e-05,6.39737e-05,-1.04994e-05,-2.60268e-06
49,5.5162e-06,1.18422e-05,3.77496e-05,5.91291e-05,-5.94899e-06,-3.02069e-06
50,-1.79483e-06,1.6068e-05,4.46214e-05,5.60443e-05,-1.9065e-06,-3.89556e-06
51,-1.52104e-05,1.82418e-05,4.94886e-05,5.51824e-05,-2.40161e-06,-3.91019e-06
52,-2.46955e-05,1.69611e-05,5.06604e-05,5.40894e-05,-6.71035e-06,-2.62077e-06
53,-1.75102e-05,1.66126e-05,5.05184e-05,5.25508e-05,-1.10326e-05,-7.72332e-07
54,-1.07297e-06,1.89458e-05,4.85601e-05,5.0461e-05,-1.20243e-05,1.1774e-06
55,7.25096e-06,2.21407e-05,4.56818e-05,4.74883e-05,-9.22944e-06,2.98879e-06
56,2.87615e-06,2.42506e-05,4.64212e-05,4.32547e-05,-5.58782e-06,3.91268e-06
57,-8.72318e-06,2.38654e-05,4.91367e-05,3.95391e-05,-3.22399e-06,5.31203e-06
58,-2.11859e-05,1.85155e-05,4.91185e-05,3.70596e-05,-3.25226e-06,7.06796e-06
59,-2.20768e-05,1.15002e-05,5.10374e-05,3.62789e-05,-6.41296e-06,9.53123e-06
60,-1.0821e-05,9.51826e-06,6.0787e-05,3.53374e-05,-9.2531e-06,1.33676e-05
61,-9.80737e-07,1.38116e-05,6.64668e-05,3.41209e-05,-7.74911e-06,1.76977e-05
62,1.09365e-06,2.29274e-05,6.21558e-05,3.26184e-05,-4.09127e-06,1.91266e-05
63,-1.3961e-06,3.15983e-05,5.55914e-05,3.20142e-05,1.59635e-06,1.75693e-05
64,-9.90807e-06,3.33597e-05,5.12897e-05,3.14374e-05,6.17591e-06,1.60528e-05
65,-8.01505e-06,3.16306e-05,5.00962e-05,2.97576e-05,2.37834e-06,1.74635e-05
66,8.51807e-06,3.03875e-05,5.06645e-05,2.81597e-05,-4.1747e-06,2.29994e-05
67,1.14412e-05,2.56314e-05,5.13263e-05,2.93873e-05,-4.98217e-06,2.74628e-05
68,1.11218e-06,2.14465e-05,5.12719e-05,3.53264e-05,-3.49663e-06,2.87481e-05
69,-5.84753e-06,2.15612e-05,5.03998e-05,4.23298e-05,-5.61215e-06,2.99651e-05
70,-9.0265e-06,2.35634e-05,5.14504e-05,4.6263e-05,-8.62704e-06,2.9359e-05
71,-7.36218e-06,2.8493e-05,5.36221e-05,4.48437e-05,-6.43534e-06,2.78068e-05
72,-1.0525e-05,3.23698e-05,4.95737e-05,4.03254e-05,-3.3452e-06,2.41336e-05
73,-1.75503e-05,2.81018e-05,4.32576e-05,3.97715e-05,-5.09717e-06,1.87485e-05
74,-1.22509e-05,2.25652e-05,4.34312e-05,4.52282e-05,-1.07494e-05,1.62699e-05
75,2.18547e-06,1.93109e-05,4.5569e-05,5.25302e-05,-1.43719e-05,1.67246e-05
76,9.56498e-06,1.91001e-05,4.36717e-05,5.85136e-05,-1.39388e-05,1.83428e-05
77,6.73455e-06,2.16518e-05,3.92689e-05,6.2255e-05,-1.42023e-05,1.9076e-05
78,-6.13295e-06,2.18492e-05,3.61554e-05,6.52245e-05,-1.64052e-05,1.82775e-05
79,-2.06243e-05,1.63233e-05,3.6331e-05,6.55516e-05,-1.78928e-05,1.62912e-05
80,-2.25566e-05,9.15419e-06,4.2374e-05,6.11601e-05,-1.54943e-05,1.52662e-05
81,-1.18824e-05,4.66255e-06,4.95052e-05,5.45153e-05,-9.82219e-06,1.88425e-05
82,-2.37536e-06,5.20511e-06,5.11182e-05,5.22959e-05,-5.69985e-06,2.51885e-05
83,-4.0271e-06,1.02001e-05,4.76242e-05,5.56668e-05,-6.32328e-06,2.78106e-05
84,-1.51056e-05,1.07435e-05,4.25816e-05,6.07752e-05,-8.48305e-06,2.49878e-05
85,-2.74951e-05,2.80572e-06,3.93364e-05,6.2384e-05,-7.33907e-06,1.95631e-05
86,-2.72079e-05,-4.60587e-06,4.18678e-05,5.92565e-05,-6.3259e-06,1.53082e-05
87,-1.57196e-05,-4.21912e-06,4.51629e-05,5.59634e-05,-9.95774e-06,1.39669e-05
88,-7.46812e-06,-1.76803e-06,4.30769e-05,5.51863e-05,-1.32532e-05,1.43472e-05
89,-7.91632e-06,-1.2252e-06,4.11082e-05,5.54131e-05,-1.29269e-05,1.41054e-05
90,-1.24201e-05,-1.5341e-06,3.99707e-05,5.31914e-05,-1.21511e-05,1.21805e-05
91,-1.92691e-05,-1.01174e-06,3.4729e-05,5.22562e-05,-1.37442e-05,8.87315e-06
92,-1.58475e-05,3.66945e-06,2.8714e-05,5.27443e-05,-1.45588e-05,6.34086e-06
93,4.66745e-08,1.14856e-05,2.76187e-05,5.20902e-05,-8.21908e-06,8.2102e-06
94,7.74284e-06,1.53463e-05,2.97874e-05,5.26558e-05,1.54707e-06,1.07456e-05
95,7.75911e-06,1.51298e-05,3.1998e-05,5.3118e-05,3.94354e-06,1.37596e-05
96,1.09959e-05,1.2348e-05,3.52373e-05,5.08776e-05,9.5621e-07,1.57202e-05
97,1.28473e-05,1.33556e-05,3.7023e-05,4.67584e-05,-3.75005e-06,1.36058e-05
98,1.28706e-05,2.06098e-05,3.48476e-05,4.45791e-05,-8.78744e-06,1.18111e-05
99,5.11883e-06,2.67562e-05,3.11201e-05,4.66767e-05,-9.92869e-06,9.53168e-06
100,-8.33286e-06,2.39739e-05,2.67646e-05,5.07502e-05,-9.39752e-06,8.07511e-06
101,-8.92941e-06,1.74835e-05,2.70117e-05,5.27647e-05,-6.93602e-06,6.9753e-06
102,3.96356e-06,1.57194e-05,3.19078e-05,5.0958e-05,-5.29571e-06,6.09354e-06
103,1.50673e-05,1.82495e-05,3.70179e-05,4.8367e-05,-6.29867e-06,5.98887e-06
104,1.64233e-05,2.06206e-05,3.78124e-05,4.71287e-05,-6.83794e-06,7.04691e-06
105,7.39897e-06,2.09319e-05,3.25373e-05,4.67124e-05,-4.93759e-06,8.44599e-06
106,-4.07258e-06,1.91791e-05,2.51688e-05,4.76204e-05,-1.14466e-06,8.70978e-06
107,-5.97426e-06,1.54876e-05,2.26025e-05,4.93485e-05,2.27769e-06,7.02391e-06
108,1.46447e-06,1.3068e-05,2.78951e-05,4.97601e-05,3.32964e-06,5.09374e-06
109,6.8063e-06,1.24512e-05,3.389e-05,4.86032e-05,6.44501e-07,5.58618e-06
110,4.67124e-06,1.3463e-05,3.44133e-05,4.98358e-05,-2.68619e-06,6.31638e-06
111,-2.72918e-06,1.43509e-05,2.94353e-05,5.47629e-05,-5.1406e-06,6.25281e-06
112,-1.09851e-05,1.23558e-05,2.25807e-05,6.07578e-05,-7.53426e-06,6.67417e-06
113,-7.96954e-06,9.38921e-06,2.10217e-05,6.49014e-05,-1.02177e-05,9.65867e-06
114,7.66182e-06,1.223e-05,2.92913e-05,6.50971e-05,-1.10841e-05,1.30142e-05
115,1.8215e-05,1.9559e-05,3.9614e-05,6.26636e-05,-1.11908e-05,1.26664e-05
116,1.64153e-05,2.51612e-05,4.04558e-05,6.01783e-05,-1.26995e-05,7.7037e-06
117,5.79322e-06,2.62432e-05,3.21649e-05,5.76566e-05,-1.32419e-05,1.13766e-06
118,-1.32674e-05,2.25162e-05,2.71247e-05,5.60875e-05,-1.35259e-05,-2.02957e-06
119,-2.31332e-05,1.90373e-05,3.08998e-05,5.65008e-05,-1.45401e-05,7.85873e-08
120,-1.1726e-05,1.92385e-05,3.8581e-05,5.74262e-05,-1.24148e-05,3.34873e-06
121,-1.87845e-06,1.92293e-05,3.91484e-05,5.60048e-05,-5.66498e-06,5.53768e-06
122,-2.38826e-06,1.81559e-05,3.41264e-05,5.41651e-05,8.65574e-07,5.77512e-06
123,-1.93965e-06,1.76045e-05,3.25088e-05,5.51326e-05,3.75907e-06,5.69757e-06
124,-2.02806e-06,1.81067e-05,3.38491e-05,5.42399e-05,2.52207e-06,6.4165e-06
125,-7.30515e-06,1.93647e-05,3.52717e-05,4.98115e-05,-2.12423e-06,7.74547e-06
126,-2.06096e-05,1.95573e-05,3.43247e-05,4.55173e-05,-6.66786e-06,7.26199e-06
127,-3.15827e-05,1.56556e-05,3.68372e-05,4.40446e-05,-9.35512e-06,5.99026e-06
128,-2.90568e-05,1.21156e-05,4.37547e-05,4.46358e-05,-7.16021e-06,7.47787e-06
129,-1.9589e-05,1.02431e-05,5.01793e-05,4.68744e-05,-3.11484e-06,9.55483e-06
130,-1.67107e-05,1.06518e-05,5.14819e-05,4.94047e-05,-2.93303e-06,1.0911e-05
131,-1.89687e-05,1.65153e-05,4.95068e-05,4.96386e-05,-5.62262e-06,9.39586e-06
132,-2.33068e-05,2.32932e-05,4.26974e-05,4.56443e-05,-7.8184e-06,5.07872e-06
133,-2.72574e-05,2.30527e-05,3.31767e-05,4.12684e-05,-8.23132e-06,1.29315e-06
134,-2.32902e-05,1.9651e-05,3.02828e-05,3.98172e-05,-9.03764e-06,1.57934e-06
135,-1.25126e-05,2.12157e-05,3.46057e-05,3.96463e-05,-9.31811e-06,4.59105e-06
136,-5.4968e-06,2.56874e-05,3.87627e-05,4.03757e-05,-8.3217e-06,6.43716e-06
137,-7.63669e-06,2.65874e-05,3.84256e-05,4.16757e-05,-7.47833e-06,5.20405e-06
138,-1.50114e-05,2.34338e-05,3.31401e-05,4.1987e-05,-8.31551e-06,2.62077e-06
139,-2.32029e-05,1.97236e-05,2.31805e-05,4.003e-05,-8.43291e-06,1.51435e-06
140,-2.31608e-05,1.72982e-05,1.95123e-05,3.80412e-05,-6.17504e-06,3.73913e-06
141,-1.36876e-05,1.6984e-05,2.6278e-05,3.7634e-05,-2.01557e-06,9.50711e-06
142,-6.75076e-06,1.60328e-05,3.3711e-05,3.71522e-05,2.21503e-06,1.51453e-05
143,-8.11334e-06,1.48225e-05,3.67433e-05,3.60265e-05,2.31222e-06,1.49996e-05
144,-1.30866e-05,1.37682e-05,3.63839e-05,3.57582e-05,-1.41087e-06,1.0211e-05
145,-2.27982e-05,1.10479e-05,3.15729e-05,3.77593e-05,-4.97909e-06,5.53375e-06
146,-2.47141e-05,6.27933e-06,2.90575e-05,4.29495e-05,-9.22494e-06,6.23901e-06
147,-9.69372e-06,3.33147e-06,3.18268e-05,4.88617e-05,-1.20362e-05,1.63255e-05
148,-7.93319e-08,3.77424e-06,3.47047e-05,4.69555e-05,-1.1331e-05,2.53087e-05
149,4.98094e-07,5.15657e-06,3.78485e-05,3.95509e-05,-1.27354e-05,2.63879e-05
150,2.06612e-06,5.57798e-06,4.32589e-05,3.82266e-05,-1.64681e-05,2.43537e-05
151,6.40663e-07,7.41727e-06,4.68336e-05,3.9818e-05,-1.76809e-05,2.47319e-05
152,-1.29551e-06,1.01955e-05,4.52323e-05,4.10642e-05,-1.68501e-05,2.77036e-05
153,-4.69664e-06,9.80057e-06,4.16808e-05,4.0177e-05,-2.03856e-05,3.03029e-05
154,-7.90617e-06,7.20407e-06,3.95323e-05,3.84886e-05,-2.46884e-05,2.80007e-05
155,-1.04008e-06,9.17424e-06,4.05194e-05,3.75531e-05,-2.37152e-05,2.35545e-05
156,1.20324e-05,1.1082e-05,4.20421e-05,3.79621e-05,-1.98167e-05,2.41683e-05
157,1.83641e-05,9.4802e-06,4.02681e-05,3.72968e-05,-1.77432e-05,2.53245e-05
158,1.47495e-05,9.24463e-06,3.74772e-05,3.46305e-05,-1.86363e-05,2.29566e-05
159,3.72857e-06,1.07125e-05,3.27664e-05,3.56976e-05,-1.89097e-05,1.79659e-05
160,-5.56956e-06,8.36126e-06,2.77036e-05,4.19648e-05,-1.71049e-05,1.43458e-05
161,-1.7411e-06,3.48002e-06,2.90131e-05,4.72002e-05,-1.28408e-05,1.37486e-05
162,1.13974e-05,8.88301e-07,3.68134e-05,4.67393e-05,-9.44745e-06,1.4708e-05
163,1.86912e-05,1.61304e-06,4.24982e-05,4.4859e-05,-8.95021e-06,1.51299e-05
164,1.43444e-05,4.23944e-06,4.23017e-05,4.40474e-05,-9.93939e-06,1.52077e-05
165,2.10655e-06,2.90364e-06,3.8532e-05,4.56062e-05,-1.01114e-05,1.52798e-05
166,-9.25729e-06,-5.4176e-06,3.37977e-05,4.98867e-05,-8.83615e-06,1.44738e-05
167,-7.49025e-06,-1.29936e-05,3.3363e-05,5.47712e-05,-6.66097e-06,1.34577e-05
168,5.02564e-06,-1.05405e-05,3.9118e-05,5.55988e-05,-5.93794e-06,1.44328e-05
169,1.08918e-05,-2.1579e-06,4.47671e-05,5.36349e-05,-8.35368e-06,1.68254e-05
170,5.27999e-06,4.37523e-06,4.73358e-05,5.4054e-05,-8.74673e-06,1.69776e-05
171,-4.29491e-06,5.25921e-06,4.83819e-05,5.87725e-05,-5.84574e-06,1.50047e-05
172,-1.60447e-05,6.41747e-07,4.68522e-05,6.75291e-05,-5.58638e-06,1.35708e-05
173,-1.87436e-05,-5.52016e-06,4.9299e-05,7.34606e-05,-9.7004e-06,1.43667e-05
174,-6.92145e-06,-5.04341e-06,5.63509e-05,7.1774e-05,-1.32381e-05,1.47574e-05
