Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-2.31285e-06,4.37005e-06,3.70699e-05,3.89266e-05,1.7486e-06,5.89932e-06
2,1.55276e-05,-4.31062e-07,4.12693e-05,4.19305e-05,-9.01385e-07,8.10413e-06
3,3.15747e-05,-4.66168e-06,4.30863e-05,4.34337e-05,-3.34387e-06,9.43671e-06
4,3.35722e-05,-5.19496e-06,4.08655e-05,4.40897e-05,-4.52298e-06,8.52174e-06
5,2.2589e-05,-1.13761e-06,3.68045e-05,4.46701e-05,-2.97144e-06,6.7346e-06
6,6.21006e-06,3.20263e-06,3.25449e-05,4.42808e-05,1.63926e-06,5.60132e-06
7,-3.4648e-06,7.26424e-06,3.0658e-05,4.20794e-05,6.14422e-06,5.60387e-06
8,4.66486e-07,1.32323e-05,3.19468e-05,4.01433e-05,6.89609e-06,6.2896e-06
9,1.01328e-05,1.82208e-05,3.3304e-05,4.0418e-05,4.16763e-06,6.77486e-06
10,1.27841e-05,1.91255e-05,3.20174e-05,4.14198e-05,3.89888e-07,5.90275e-06
11,3.8624e-06,1.70891e-05,2.83965e-05,4.10225e-05,-3.355e-06,4.64167e-06
12,-1.2772e-05,1.31311e-05,2.32924e-05,4.10903e-05,-8.02894e-06,4.89777e-06
13,-2.40608e-05,7.22323e-06,1.97284e-05,4.36307e-05,-1.43157e-05,5.99134e-06
14,-1.82548e-05,2.1068e-06,2.09077e-05,4.71297e-05,-2.19382e-05,6.27845e-06
15,-2.82521e-06,1.46802e-06,2.55127e-05,5.07717e-05,-2.80136e-05,5.87858e-06
16,6.03315e-06,4.09925e-06,3.00721e-05,5.27134e-05,-2.821e-05,5.80158e-06
17,2.88292e-06,5.60532e-06,3.15155e-05,5.01011e-05,-2.19419e-05,5.28861e-06
18,-1.04805e-05,2.90016e-06,2.96465e-05,4.40868e-05,-1.39653e-05,4.40996e-06
19,-2.34579e-05,-4.82356e-06,3.01991e-05,4.12898e-05,-7.90464e-06,4.86268e-06
20,-1.98467e-05,-1.32853e-05,3.68439e-05,4.5352e-05,-1.98181e-06,7.38921e-06
21,-6.68087e-06,-1.75523e-05,4.28367e-05,4.95992e-05,2.70749e-06,1.07219e-05
22,5.00899e-07,-1.69833e-05,4.16761e-05,5.01867e-05,2.98852e-06,1.33513e-05
23,4.47184e-06,-1.39122e-05,3.65099e-05,5.05763e-05,-3.99986e-07,1.61691e-05
24,7.99349e-06,-9.84482e-06,3.23406e-05,5.07574e-05,-5.31721e-06,1.74544e-05
25,8.68404e-06,-2.47339e-06,3.12315e-05,4.8884e-05,-9.5673e-06,1.43735e-05
26,7.13234e-07,7.76131e-06,2.97357e-05,4.70025e-05,-1.2337e-05,1.03048e-05
27,-1.42321e-05,1.44326e-05,2.35925e-05,4.68874e-05,-1.28822e-05,9.77121e-06
28,-1.81292e-05,1.58142e-05,1.7726e-05,4.62701e-05,-1.05262e-05,1.3424e-05
29,-5.66283e-06,1.5543e-05,1.8712e-05,4.34764e-05,-6.79476e-06,1.87017e-05
30,5.7609e-06,1.68928e-05,2.44235e-05,3.99732e-05,-4.49364e-06,2.22247e-05
31,4.95885e-06,2.2627e-05,2.71603e-05,3.78056e-05,-5.95374e-06,2.26383e-05
32,-5.46597e-06,3.04614e-05,2.27406e-05,3.79428e-05,-1.05928e-05,2.05614e-05
33,-1.83405e-05,3.23122e-05,1.57034e-05,4.0168e-05,-1.44804e-05,1.82714e-05
34,-2.31194e-05,2.68068e-05,1.51025e-05,4.30386e-05,-1.45687e-05,1.76771e-05
35,-1.67946e-05,2.17074e-05,2.14176e-05,4.53876e-05,-1.1502e-05,1.89944e-05
36,-9.40799e-06,2.11034e-05,2.63921e-05,4.71284e-05,-7.89361e-06,2.15191e-05
37,-9.059e-06,2.30327e-05,2.68409e-05,4.77203e-05,-5.40774e-06,2.24931e-05
38,-1.43456e-05,2.46263e-05,2.55696e-05,4.75009e-05,-3.47109e-06,1.96459e-05
39,-2.28485e-05,2.31945e-05,2.38034e-05,4.7682e-05,-1.30223e-06,1.53708e-05
40,-2.7411e-05,1.8496e-05,2.38593e-05,4.85289e-05,2.07448e-07,1.29291e-05
41,-2.13405e-05,1.43532e-05,2.86442e-05,5.01473e-05,2.01052e-07,1.35599e-05
42,-1.28091e-05,1.2537e-05,3.49125e-05,5.21527e-05,-7.24422e-07,1.65578e-05
43,-1.18667e-05,1.23204e-05,3.65859e-05,5.26544e-05,-3.16196e-06,1.90381e-05
44,-1.83367e-05,1.24211e-05,3.40232e-05,5.12163e-05,-6.82523e-06,1.95566e-05
45,-3.09514e-05,9.26356e-06,3.16144e-05,5.1204e-05,-9.95229e-06,1.87348e-05
46,-4.12556e-05,3.22635e-06,3.18834e-05,5.41945e-05,-1.14076e-05,1.7462e-05
47,-3.53815e-05,6.3635e-07,3.50557e-05,5.68491e-05,-8.82582e-06,1.60243e-05
48,-2.28052e-05,1.59719e-06,3.8436e-05,5.78488e-05,-2.929e-06,1.42283e-05
49,-2.10359e-05,3.40549e-07,4.17207e-05,5.8384e-05,3.35654e-06,1.51111e-05
50,-2.52664e-05,-4.57661e-06,4.58907e-05,5.84188e-05,7.23738e-06,1.9617e-05
51,-2.52602e-05,-6.47349e-06,4.76266e-05,5.82744e-05,6.02455e-06,2.23951e-05
52,-1.98645e-05,1.46837e-07,4.52217e-05,5.7863e-05,2.84056e-06,2.11503e-05
53,-1.7187e-05,9.74453e-06,4.02524e-05,5.71105e-05,4.23584e-07,1.82371e-05
54,-2.05779e-05,1.45219e-05,3.47675e-05,5.59643e-05,-1.39771e-06,1.57582e-05
55,-1.84318e-05,1.51433e-05,3.50013e-05,5.45235e-05,-2.84519e-06,1.43947e-05
56,-4.68713e-06,1.48124e-05,4.20835e-05,5.46166e-05,-5.05352e-06,1.37861e-05
57,9.73981e-06,1.45624e-05,4.7392e-05,5.72592e-05,-6.90979e-06,1.2423e-05
58,1.65719e-05,1.68042e-05,4.73817e-05,5.94973e-05,-6.65037e-06,1.03178e-05
59,1.53601e-05,2.07368e-05,4.4321e-05,5.85231e-05,-6.24333e-06,9.62775e-06
60,8.17984e-06,2.11739e-05,4.09128e-05,5.58235e-05,-8.03258e-06,1.10497e-05
61,3.77248e-06,1.72476e-05,4.20401e-05,5.31706e-05,-1.02762e-05,1.23732e-05
62,7.79385e-06,1.31695e-05,4.80032e-05,5.0641e-05,-1.14192e-05,1.19137e-05
63,1.31099e-05,1.02696e-05,5.18939e-05,4.92829e-05,-1.21803e-05,1.18062e-05
64,1.21365e-05,7.46864e-06,5.08313e-05,5.07196e-05,-1.19677e-05,1.4072e-05
65,6.1714e-06,4.88618e-06,4.7361e-05,5.46266e-05,-1.03738e-05,1.73969e-05
66,-3.85959e-06,2.12165e-06,4.2443e-05,5.91028e-05,-9.57076e-06,1.86788e-05
67,-1.3537e-05,-6.4228e-07,3.77357e-05,6.07548e-05,-8.77715e-06,1.66834e-05
68,-1.47062e-05,-1.27157e-06,3.64615e-05,5.73049e-05,-5.33863e-06,1.38469e-05
69,-1.04633e-05,1.31113e-06,3.9511e-05,5.14273e-05,-1.48863e-06,1.28994e-05
70,-1.25271e-05,7.32556e-06,4.47207e-05,4.814e-05,-4.41491e-07,1.38204e-05
71,-2.27271e-05,1.45731e-05,4.79131e-05,4.92319e-05,-1.13854e-06,1.55084e-05
72,-3.62498e-05,1.85231e-05,4.73974e-05,5.33052e-05,-8.65255e-07,1.64252e-05
73,-4.34557e-05,1.74857e-05,4.7489e-05,5.63846e-05,1.48446e-06,1.61191e-05
74,-3.46029e-05,1.47128e-05,5.26481e-05,5.46102e-05,4.26336e-06,1.69957e-05
75,-2.0617e-05,1.35817e-05,5.73524e-05,5.13084e-05,3.7605e-06,1.84539e-05
76,-1.47433e-05,1.40298e-05,5.78758e-05,5.12304e-05,3.56143e-07,1.73472e-05
77,-1.34158e-05,1.27925e-05,5.81871e-05,5.4854e-05,-1.27387e-06,1.68299e-05
78,-1.16502e-05,1.06558e-05,5.85306e-05,6.01568e-05,-2.69894e-07,1.88886e-05
79,-9.74349e-06,1.22616e-05,5.84609e-05,6.1334e-05,1.82884e-06,1.92923e-05
