Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,1.11852e-05,-4.31319e-06,6.86919e-05,3.47641e-05,2.95854e-05,-3.66777e-05
2,1.34044e-05,1.78861e-06,5.41168e-05,2.98642e-05,2.81609e-05,-4.48374e-05
3,1.5024e-05,4.88631e-06,5.3684e-05,2.57639e-05,2.41954e-05,-3.39251e-05
4,1.33181e-05,-2.68936e-06,6.33628e-05,3.19778e-05,1.74154e-05,-6.3341e-06
5,9.1395e-06,-1.97997e-05,6.90837e-05,4.44246e-05,1.07875e-05,1.8507e-05
6,5.88818e-06,-2.60388e-05,6.51835e-05,4.57983e-05,8.42088e-06,2.32561e-05
7,5.93421e-06,-1.17691e-05,5.0219e-05,3.84619e-05,1.12383e-05,1.12679e-05
8,8.59651e-06,6.54926e-06,2.84891e-05,3.63758e-05,1.72146e-05,-4.81832e-06
9,1.04746e-05,1.36154e-05,1.83542e-05,4.17266e-05,2.28544e-05,-1.50277e-05
10,9.67558e-06,3.20419e-06,2.72048e-05,5.19355e-05,2.5006e-05,-1.63487e-05
11,8.93842e-06,-1.62346e-05,3.84835e-05,5.95741e-05,2.53665e-05,-1.44827e-05
12,1.20919e-05,-2.08161e-05,3.90672e-05,5.41019e-05,2.64909e-05,-1.32433e-05
13,1.85958e-05,-1.69983e-06,3.22243e-05,3.95914e-05,2.86699e-05,-1.04526e-05
14,2.30611e-05,2.0418e-05,2.22838e-05,3.07022e-05,2.83382e-05,-6.70197e-06
15,2.10709e-05,2.55345e-05,2.01609e-05,3.32702e-05,2.206e-05,-6.99378e-06
16,1.38933e-05,1.20957e-05,3.64166e-05,4.52849e-05,1.33454e-05,-9.81727e-06
17,7.13162e-06,-1.23235e-05,5.77548e-05,5.80353e-05,8.65645e-06,-9.07432e-06
18,5.51737e-06,-2.62362e-05,6.57183e-05,5.46004e-05,6.8314e-06,-2.87334e-06
19,9.73207e-06,-1.32667e-05,6.19101e-05,3.56291e-05,6.26754e-06,8.13496e-06
20,1.46223e-05,8.09824e-06,5.7246e-05,2.32789e-05,9.88255e-06,1.99656e-05
21,1.49638e-05,1.39923e-05,5.38869e-05,2.5286e-05,1.46437e-05,2.14193e-05
22,1.45231e-05,5.14011e-06,4.36104e-05,3.51406e-05,1.58343e-05,6.9042e-06
23,1.73885e-05,-1.71689e-05,3.19168e-05,5.08003e-05,1.33936e-05,-1.64474e-05
24,1.84444e-05,-3.51122e-05,3.79225e-05,5.60073e-05,8.5551e-06,-3.95332e-05
25,1.41419e-05,-2.35226e-05,6.2786e-05,4.24801e-05,4.48431e-06,-5.73299e-05
26,9.50473e-06,-2.48605e-06,8.29922e-05,3.30385e-05,2.47161e-06,-6.06137e-05
27,8.74495e-06,5.21953e-06,8.40933e-05,3.65303e-05,1.7354e-06,-4.76306e-05
28,1.15018e-05,5.44305e-06,6.75045e-05,4.31114e-05,3.73609e-06,-3.31187e-05
29,1.38014e-05,4.97846e-06,4.79858e-05,4.45895e-05,9.48706e-06,-2.52101e-05
30,1.10945e-05,4.69037e-06,4.59156e-05,3.926e-05,1.47973e-05,-2.31572e-05
31,4.44035e-06,-4.79846e-06,6.08553e-05,3.99731e-05,1.8616e-05,-2.48664e-05
