Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,1.51712e-05,-8.00831e-05,5.06342e-05,2.96977e-06,3.07378e-05,-2.72645e-05
2,1.15976e-05,-8.27805e-05,7.05789e-05,-5.62458e-06,4.02433e-05,-3.00174e-05
3,9.8153e-06,-6.15753e-05,8.61267e-05,-1.31726e-05,5.04969e-05,-3.70882e-05
4,1.15421e-05,-4.82196e-05,8.24325e-05,-2.02656e-05,5.41041e-05,-4.04371e-05
5,1.57137e-05,-4.93808e-05,5.75284e-05,-2.36157e-05,4.74364e-05,-3.54482e-05
6,1.82076e-05,-4.57582e-05,3.73992e-05,-2.42043e-05,3.80845e-05,-2.59905e-05
7,1.58415e-05,-3.9121e-05,4.24821e-05,-2.18533e-05,3.34176e-05,-1.81929e-05
8,1.04538e-05,-3.55344e-05,5.75951e-05,-1.67984e-05,2.54945e-05,-1.80164e-05
9,7.76127e-06,-4.3265e-05,5.98292e-05,-1.95085e-05,2.97686e-06,-1.91459e-05
10,1.02107e-05,-5.26954e-05,4.75845e-05,-3.03674e-05,-2.85911e-05,-1.82339e-05
11,1.57902e-05,-4.02162e-05,2.69122e-05,-3.93136e-05,-4.82404e-05,-1.37856e-05
12,1.97072e-05,-1.70299e-05,9.48428e-06,-4.14754e-05,-4.363e-05,-4.8324e-06
13,1.97543e-05,-1.18409e-05,9.78762e-06,-4.45284e-05,-2.43495e-05,5.90205e-06
14,1.58658e-05,-2.21455e-05,2.44009e-05,-5.36518e-05,-6.07326e-06,1.27242e-05
15,1.21942e-05,-3.39292e-05,3.42504e-05,-6.44536e-05,4.42687e-06,1.1416e-05
16,1.13624e-05,-3.71072e-05,3.60159e-05,-7.08221e-05,7.63083e-06,3.07129e-06
17,1.31226e-05,-2.18295e-05,2.3744e-05,-6.95177e-05,7.03525e-06,-1.07873e-05
18,1.73049e-05,4.55145e-06,8.06466e-06,-6.51242e-05,7.39502e-06,-2.80147e-05
19,2.11478e-05,2.06228e-05,1.64488e-05,-6.19758e-05,1.15892e-05,-4.28289e-05
20,2.03086e-05,2.16215e-05,4.27782e-05,-5.99075e-05,1.66401e-05,-4.6542e-05
21,1.64086e-05,1.43268e-05,5.4176e-05,-5.77723e-05,1.89542e-05,-4.20782e-05
22,1.45339e-05,2.64279e-06,4.64469e-05,-5.7004e-05,1.84248e-05,-3.96797e-05
23,1.59693e-05,8.8497e-07,4.13081e-05,-5.2338e-05,2.08177e-05,-4.26306e-05
24,1.81884e-05,1.4398e-05,4.3279e-05,-4.28143e-05,2.46353e-05,-4.40896e-05
25,1.87476e-05,2.39405e-05,3.7795e-05,-3.34253e-05,2.38047e-05,-4.40072e-05
26,1.80479e-05,1.81727e-05,2.02407e-05,-2.60159e-05,1.72387e-05,-4.71057e-05
27,1.71654e-05,5.6038e-06,8.50853e-06,-2.51552e-05,8.77614e-06,-5.0091e-05
28,1.48031e-05,-1.18836e-05,2.22454e-05,-3.10268e-05,3.1516e-06,-4.86989e-05
29,1.20221e-05,-1.62306e-05,4.21911e-05,-3.17036e-05,1.0142e-06,-4.57725e-05
30,1.11869e-05,1.30689e-06,5.00027e-05,-2.54113e-05,4.63143e-06,-3.91276e-05
31,1.29342e-05,9.81996e-06,4.4207e-05,-2.40991e-05,1.18168e-05,-2.73809e-05
32,1.75364e-05,1.80848e-06,2.6058e-05,-2.1327e-05,1.79648e-05,-1.51583e-05
33,2.22068e-05,-1.08911e-05,1.12219e-05,-8.50241e-06,2.03546e-05,-6.28244e-06
34,2.18075e-05,-2.72065e-05,1.98178e-05,7.97593e-06,1.94404e-05,9.29497e-07
35,1.91616e-05,-3.9302e-05,4.00635e-05,2.60981e-05,1.78867e-05,9.90882e-06
