Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,3.87793e-06,1.93928e-06,4.5958e-05,5.41978e-05,-1.21336e-05,3.00963e-05
2,2.39265e-06,8.61789e-06,4.4107e-05,4.79264e-05,-1.0552e-05,2.9792e-05
3,-1.14697e-05,1.39894e-05,3.91496e-05,4.43546e-05,-9.33971e-06,2.70218e-05
4,-2.7168e-05,1.20461e-05,3.092e-05,4.71091e-05,-1.21491e-05,2.58297e-05
5,-2.96436e-05,7.41032e-06,2.81143e-05,5.47765e-05,-1.57607e-05,2.71881e-05
6,-1.73198e-05,8.99612e-06,3.43377e-05,6.05393e-05,-1.4585e-05,2.77252e-05
7,-7.3385e-06,1.60835e-05,3.99165e-05,6.17053e-05,-9.76916e-06,1.89102e-05
8,-6.29967e-06,1.93775e-05,3.83689e-05,5.76806e-05,-6.31262e-06,7.54515e-07
9,-9.38701e-06,1.48212e-05,3.45983e-05,5.13588e-05,-6.05643e-06,-1.43724e-05
10,-1.75066e-05,6.75339e-06,2.92544e-05,5.08798e-05,-7.35834e-06,-1.79103e-05
11,-2.00475e-05,3.32081e-06,2.73809e-05,5.85281e-05,-7.29808e-06,-1.00832e-05
12,-6.94213e-06,5.68402e-06,3.44793e-05,6.50754e-05,-4.19847e-06,1.85817e-06
13,8.03754e-06,8.68262e-06,4.38868e-05,6.33232e-05,-2.5573e-06,8.66218e-06
14,1.14247e-05,1.092e-05,4.79087e-05,5.4542e-05,-4.04416e-06,9.06975e-06
15,4.11358e-06,1.19732e-05,4.61426e-05,4.74669e-05,-6.16825e-06,7.84896e-06
16,-1.60455e-05,8.77704e-06,3.66319e-05,4.82626e-05,-1.01678e-05,6.38164e-06
17,-2.75473e-05,3.37666e-06,2.87705e-05,5.33523e-05,-1.27305e-05,8.85337e-06
18,-9.16342e-06,6.12268e-06,3.37455e-05,5.78024e-05,-1.35588e-05,1.63794e-05
19,1.002e-05,1.3684e-05,3.45769e-05,5.84093e-05,-1.19918e-05,1.83646e-05
20,9.71371e-06,1.72303e-05,3.04382e-05,5.77134e-05,-9.08438e-06,1.61185e-05
21,9.29175e-06,1.71012e-05,3.44555e-05,6.0173e-05,-9.31538e-06,1.74577e-05
22,9.1405e-06,1.47368e-05,4.14698e-05,5.98661e-05,-1.2393e-05,1.78724e-05
23,7.74355e-06,1.47473e-05,4.60538e-05,5.39045e-05,-1.55179e-05,1.66159e-05
24,-7.54547e-07,1.66532e-05,4.1971e-05,5.12087e-05,-1.63145e-05,1.57807e-05
25,-1.53594e-05,1.48177e-05,3.36327e-05,5.6424e-05,-1.47222e-05,1.6539e-05
26,-1.74866e-05,1.12499e-05,3.22767e-05,6.4831e-05,-9.43419e-06,2.07453e-05
27,-2.1132e-06,9.2305e-06,3.82756e-05,7.06373e-05,-2.56011e-06,2.88694e-05
28,1.21032e-05,9.71451e-06,4.31628e-05,7.17363e-05,2.61861e-06,3.16981e-05
29,1.54124e-05,1.17067e-05,4.5811e-05,6.86786e-05,5.0254e-06,2.28818e-05
30,4.73627e-06,1.37867e-05,4.38559e-05,6.42996e-05,5.82205e-06,9.069e-06
31,-1.45809e-05,1.38682e-05,3.61746e-05,6.17835e-05,3.99414e-06,1.12549e-06
32,-2.11523e-05,1.26534e-05,3.33958e-05,6.27008e-05,9.0737e-07,4.0227e-06
33,-5.63513e-06,1.04437e-05,4.09235e-05,6.61831e-05,-6.03284e-07,1.50651e-05
34,1.30871e-05,8.45303e-06,4.84483e-05,6.83943e-05,-1.45505e-06,2.67064e-05
35,1.57861e-05,9.8908e-06,4.56881e-05,6.43486e-05,-3.41624e-06,3.05372e-05
36,2.38577e-06,1.34914e-05,3.61838e-05,5.54434e-05,-5.8488e-06,2.42247e-05
37,-1.80282e-05,1.51246e-05,2.60094e-05,4.86785e-05,-6.00807e-06,1.45035e-05
38,-2.46486e-05,1.29786e-05,2.31392e-05,4.82853e-05,-4.5645e-06,1.24235e-05
39,-9.30067e-06,9.07992e-06,3.12927e-05,5.31256e-05,-4.63129e-06,1.86785e-05
40,8.56542e-06,9.79605e-06,3.88348e-05,5.69208e-05,-8.04076e-06,2.23915e-05
41,1.07819e-05,1.70502e-05,3.91137e-05,5.4213e-05,-9.36059e-06,1.74483e-05
42,2.23772e-06,2.12749e-05,3.69402e-05,4.67494e-05,-5.95181e-06,1.01297e-05
43,-1.55825e-05,1.69832e-05,2.89432e-05,4.22028e-05,-2.48239e-06,4.36555e-06
44,-2.3134e-05,8.68125e-06,2.45027e-05,4.3211e-05,-1.55718e-06,3.31482e-06
45,-5.54056e-06,5.50965e-06,3.36331e-05,4.70299e-05,-6.29942e-06,1.27164e-05
46,6.09941e-06,1.00671e-05,3.92247e-05,4.88796e-05,-1.4665e-05,2.1939e-05
47,2.2534e-06,1.55048e-05,3.75226e-05,4.62402e-05,-2.08682e-05,2.02256e-05
48,1.48778e-06,1.43718e-05,3.75023e-05,4.21589e-05,-2.2734e-05,1.50725e-05
49,4.25533e-06,1.13449e-05,3.7503e-05,3.75059e-05,-2.23375e-05,1.46801e-05
50,7.35469e-06,1.2851e-05,3.88505e-05,3.36925e-05,-1.98803e-05,1.946e-05
51,-8.74224e-07,1.49927e-05,3.36134e-05,3.0967e-05,-1.38032e-05,1.96193e-05
52,-1.75638e-05,1.33748e-05,2.2232e-05,3.12115e-05,-8.15396e-06,1.08557e-05
53,-2.09066e-05,9.70323e-06,1.96956e-05,3.16726e-05,-5.22815e-06,4.46129e-06
54,-5.63253e-06,8.69092e-06,2.71311e-05,3.13632e-05,-5.08536e-06,1.02873e-05
55,7.35998e-06,1.05744e-05,3.27903e-05,3.03944e-05,-7.73868e-06,1.96455e-05
56,8.93789e-06,1.29683e-05,3.41597e-05,2.75763e-05,-1.20841e-05,2.0289e-05
57,5.48787e-07,1.43602e-05,3.11826e-05,2.58184e-05,-1.4856e-05,1.06085e-05
58,-1.28419e-05,1.19915e-05,2.48568e-05,2.82073e-05,-1.28203e-05,1.58091e-06
59,-1.85102e-05,7.53559e-06,2.28464e-05,3.44646e-05,-6.46348e-06,3.32734e-06
60,-1.12939e-05,4.4514e-06,2.91728e-05,4.14066e-05,-9.92769e-07,1.09504e-05
61,-7.57354e-07,5.21525e-06,3.77785e-05,4.70699e-05,-4.26101e-07,1.3565e-05
62,2.22611e-06,8.00125e-06,4.17733e-05,4.73175e-05,-3.01531e-06,1.08722e-05
63,-7.00573e-06,9.21126e-06,3.96927e-05,4.30663e-05,-3.57313e-06,8.1623e-06
64,-2.56633e-05,7.39694e-06,3.2009e-05,4.15473e-05,-8.8992e-07,5.03669e-06
65,-3.17503e-05,6.34312e-06,2.81513e-05,4.63e-05,2.40068e-06,1.50764e-06
66,-1.56463e-05,8.92345e-06,3.37852e-05,5.13849e-05,3.09205e-06,1.18627e-06
67,3.1975e-06,1.30045e-05,4.21328e-05,5.37289e-05,-6.19081e-07,6.12782e-06
68,8.19707e-06,1.83524e-05,4.59664e-05,5.39818e-05,-8.6748e-06,1.17553e-05
69,1.0109e-07,2.18957e-05,4.5665e-05,5.38473e-05,-1.58468e-05,1.29309e-05
70,-1.92658e-05,2.05249e-05,4.0692e-05,5.64702e-05,-1.66107e-05,9.28481e-06
71,-2.92393e-05,1.47162e-05,3.98333e-05,5.91584e-05,-1.25258e-05,6.77167e-06
72,-1.28727e-05,1.28247e-05,4.83916e-05,5.64732e-05,-7.65744e-06,7.78897e-06
73,2.69724e-06,1.60644e-05,5.19564e-05,5.07979e-05,-5.0465e-06,7.64399e-06
74,3.69026e-06,1.76321e-05,4.71538e-05,4.8155e-05,-3.08948e-07,4.84374e-06
75,3.33173e-06,1.85828e-05,4.50886e-05,5.13252e-05,3.37258e-06,4.28133e-06
76,1.20489e-06,2.04393e-05,4.75004e-05,5.49409e-05,-1.00935e-06,7.62764e-06
77,1.07037e-06,2.14808e-05,5.15552e-05,5.3249e-05,-8.17387e-06,1.37008e-05
78,-5.96106e-06,2.0158e-05,4.867e-05,5.07816e-05,-9.76835e-06,1.39013e-05
79,-1.98938e-05,1.56197e-05,4.09034e-05,5.35138e-05,-6.19889e-06,7.25232e-06
80,-2.25316e-05,1.11459e-05,4.14246e-05,5.55309e-05,-2.90489e-06,4.42716e-06
81,-1.08279e-05,1.03647e-05,4.942e-05,5.27811e-05,-2.74468e-06,9.46228e-06
82,-1.46348e-06,1.32743e-05,5.43322e-05,4.99186e-05,-3.45709e-06,1.69166e-05
83,-6.74377e-07,1.88447e-05,4.94208e-05,4.93539e-05,-2.06579e-06,2.3466e-05
84,-9.86992e-06,2.46874e-05,3.75001e-05,5.0712e-05,-2.05172e-06,2.67192e-05
85,-2.29732e-05,2.51908e-05,2.54645e-05,5.49422e-05,-7.26889e-06,2.26953e-05
86,-2.48002e-05,1.99711e-05,2.29764e-05,6.11733e-05,-1.31361e-05,1.5422e-05
87,-1.17544e-05,1.28725e-05,3.18256e-05,6.4317e-05,-1.36255e-05,1.27047e-05
88,2.8365e-06,8.1958e-06,4.24953e-05,6.27916e-05,-1.2216e-05,1.5111e-05
89,5.87198e-06,9.98044e-06,4.54096e-05,5.78483e-05,-1.33246e-05,1.26648e-05
90,-5.72377e-06,1.71169e-05,3.77367e-05,5.27537e-05,-1.52056e-05,4.88544e-06
91,-2.5228e-05,2.17242e-05,2.48603e-05,5.37769e-05,-1.4684e-05,2.47303e-06
92,-2.89429e-05,2.07885e-05,2.02774e-05,6.13431e-05,-1.12637e-05,6.94648e-06
93,-9.69351e-06,1.55548e-05,2.87173e-05,6.6819e-05,-4.39797e-06,1.08195e-05
94,1.17057e-05,7.82585e-06,3.62088e-05,6.55534e-05,6.37433e-07,1.13671e-05
95,1.561e-05,4.17218e-06,3.42442e-05,5.6749e-05,-2.87332e-06,1.10469e-05
96,3.2734e-06,8.51084e-06,2.7643e-05,4.4463e-05,-9.79053e-06,9.92684e-06
97,-2.13628e-05,1.25406e-05,2.14598e-05,3.73379e-05,-1.35326e-05,6.50046e-06
98,-3.48211e-05,9.44017e-06,2.30837e-05,3.77697e-05,-1.43841e-05,5.11344e-06
99,-2.03327e-05,4.67737e-06,3.06718e-05,4.26559e-05,-1.25246e-05,1.00713e-05
100,-6.01189e-06,2.87529e-06,3.18747e-05,4.76518e-05,-1.01797e-05,1.41793e-05
101,-4.27522e-06,6.28596e-06,3.2044e-05,4.82091e-05,-9.33344e-06,1.39587e-05
102,8.65756e-07,7.80646e-06,3.61749e-05,4.85934e-05,-8.16901e-06,1.61702e-05
103,7.4376e-06,4.3449e-06,3.72777e-05,5.05175e-05,-7.72163e-06,1.83184e-05
104,1.02626e-05,4.29161e-06,3.51304e-05,4.93773e-05,-7.74828e-06,2.02809e-05
105,-3.25849e-06,7.33354e-06,2.80151e-05,4.59344e-05,-7.51142e-06,1.96652e-05
106,-2.75366e-05,7.45444e-06,1.89237e-05,4.71015e-05,-7.23393e-06,1.47104e-05
107,-3.22577e-05,4.14995e-06,1.95266e-05,5.22801e-05,-5.7095e-06,1.12111e-05
108,-1.36584e-05,-7.13147e-07,3.10138e-05,5.53449e-05,-5.10463e-06,1.31769e-05
109,3.92828e-06,-6.03141e-07,3.92337e-05,5.48404e-05,-7.03271e-06,1.86869e-05
110,8.27465e-06,5.30673e-06,3.92481e-05,5.26709e-05,-1.00385e-05,2.29839e-05
111,-2.58186e-06,1.09956e-05,3.54792e-05,5.13029e-05,-1.30783e-05,2.36373e-05
112,-2.13876e-05,1.02603e-05,3.09814e-05,5.21902e-05,-1.44142e-05,1.92654e-05
113,-2.84958e-05,5.64088e-06,3.1238e-05,5.52607e-05,-1.28833e-05,1.53529e-05
114,-1.67751e-05,3.44795e-06,3.81517e-05,5.75009e-05,-1.10046e-05,1.87351e-05
115,-2.47689e-06,5.0222e-06,4.48066e-05,5.9387e-05,-1.39704e-05,2.65867e-05
116,1.17924e-06,7.94294e-06,4.41869e-05,6.05086e-05,-2.03602e-05,2.96416e-05
117,-4.69743e-06,9.36897e-06,3.77108e-05,5.948e-05,-2.38828e-05,2.29455e-05
118,-1.49203e-05,8.33653e-06,3.09945e-05,5.89044e-05,-2.04784e-05,9.94579e-06
119,-1.58608e-05,5.31217e-06,3.2477e-05,6.13557e-05,-1.50305e-05,6.48829e-06
120,-3.38832e-06,2.93839e-06,4.21895e-05,6.38276e-05,-1.44371e-05,2.14831e-05
