Left_Shoulder_X,Left_Shoulder_Y,DELTOID_NonAffected_upper,DELTOID_NonAffected_lower
0.57210857,-0.493757,0.5241157518387304,0.0024009234601642
0.57940894,-0.4928205,0.5252431405346563,0.001659059721189
0.5811624,-0.49328348,0.5263920362009152,0.0009805066944724
0.5816252,-0.4944346,0.5275348010091742,0.0003773529123477
0.5812123,-0.49650362,0.5286663217905997,-0.0001539472843199
0.58175665,-0.4970149,0.529781485376359,-0.0006169395546654
0.58248115,-0.49663302,0.5308751785976191,-0.0010151695578235
0.58149105,-0.49692586,0.531942288285547,-0.0013521829529291
0.58062166,-0.49755862,0.5329777012713095,-0.0016315253991169
0.5803105,-0.49770105,0.5339571101807362,-0.0018528242711332
0.57971555,-0.49815425,0.5349146614222404,-0.0020284194745852
0.57893884,-0.4982518,0.5358252767132925,-0.0021569111837958
0.577401,-0.49815148,0.5366838428850598,-0.0022418450578999
0.57663375,-0.4980572,0.5374852467687089,-0.0022867667560323
0.5759539,-0.49794146,0.538224375195407,-0.0022952219373279
0.5759015,-0.49793735,0.538896114996321,-0.0022707562609214
0.5764657,-0.4976042,0.539495353002618,-0.0022169153859478
0.57712215,-0.49736327,0.5400075265963669,-0.0021390329048974
0.5777228,-0.4967831,0.5404480927733538,-0.0020374814692545
0.5781757,-0.496435,0.5408009179074371,-0.0019171222897209
0.5781615,-0.49622995,0.540707169747384,-0.0018258409182632
0.5769064,-0.49661195,0.5371726793660527,-0.0018058053626882
0.57729053,-0.49694094,0.5365457526944931,-0.0017662649906588
0.5767203,-0.49740416,0.5395874525127451,-0.0017072198021749
0.5772434,-0.4976788,0.5350167962833909,-0.0016286697972367
0.57742417,-0.49801958,0.5370734000754523,-0.001530614975844
0.5779617,-0.4981949,0.5381263895791607,-0.0014155479031416
0.58016586,-0.49833396,0.5356252773646605,-0.0012788658962216
0.58102554,-0.49839264,0.5357538824337247,-0.0011226790728471
0.5813962,-0.4984111,0.5375989845642755,-0.0009469874330181
0.58166873,-0.49858192,0.5391644839938469,-0.0007517909767348
0.5818757,-0.49882773,0.538675820133412,-0.000537089703997
0.582371,-0.49887446,0.5351139569056709,-0.0003028836148048
0.5828173,-0.49893025,0.5369318290563682,-4.9172709158158475e-05
0.5829084,-0.49904025,0.5376360512731732,0.0002184983677147
0.5831514,-0.4993086,0.5345211177480311,0.000468726716632
0.58259284,-0.49950042,0.5403626251925111,0.0007713656414063
0.58232415,-0.4996674,0.5373465958500464,-5.0843407167774914e-05
0.58209664,-0.49971893,0.5349015113540978,-6.127888963567613e-05
0.58228743,-0.49975675,0.5332182943638193,-0.0002220597203485
0.5825024,-0.49983245,0.5353986963306387,-0.0002216497629997
0.58241403,-0.4999442,0.5369174274442644,-0.0002193157838516
0.583513,-0.50007015,0.5362188865514947,-0.0002151597662156
0.5843533,-0.50014216,0.5341123727774815,-0.0002090154693864
0.58458596,-0.50018674,0.5347728541552011,-0.0002009471507579
0.5841981,-0.500397,0.5341913151509781,-0.0001909548103301
0.5830846,-0.50080013,0.5353412219814252,-0.0001790384481029
0.5831476,-0.50098294,0.5319052698055556,-0.0001651980640763
0.5830984,-0.5011293,0.5325153002671962,-0.0001494336582505
0.58375007,-0.5009362,0.5345446395475683,-0.0001317452306253
0.5839541,-0.50083613,0.5352996770232731,-0.0001121327812007
0.5844506,-0.50065166,0.5319602483721473,-9.103708682328098e-05
0.5845776,-0.50052583,0.5364041387626365,9.15571742346582e-05
0.58458143,-0.49992633,0.5324680500251864,7.35988529699737e-05
0.58500594,-0.4991005,0.536352082724004,5.988138126677567e-05
0.5855208,-0.49872687,0.5239774119061327,0.0008198234701549
0.58610743,-0.4985094,0.530581277548854,0.0515114124571142
0.5868163,-0.49796566,0.5119987208402619,0.0394558109558662
