Right_Shoulder_X,Right_Shoulder_Y,DELTOID_Affected_upper,DELTOID_Affected_lower
-0.4890514,-0.491351,0.0634302993930765,-0.000691360065997
-0.5004911,-0.4912424,0.063434838311797,-0.0006764818885487
-0.50122625,-0.49261215,0.0634571301965665,-0.0006723628960171
-0.5011914,-0.4927698,0.0634955600371198,-0.0006781256083203
-0.5005741,-0.492407,0.0635467371853435,-0.0006925676068837
-0.50158936,-0.49294564,0.0636098079752062,-0.0007150496289845
-0.5016168,-0.49438998,0.0636806777314714,-0.0007438915614826
-0.5008339,-0.49590635,0.0637579087168905,-0.0007783362071003
-0.5008506,-0.49614042,0.0638404332972344,-0.0008179523403168
-0.5012967,-0.49628612,0.0639236009746815,-0.0008605703019602
-0.5016769,-0.4964135,0.0640074853449169,-0.0009063675238895
-0.50199705,-0.49655238,0.0640873970589791,-0.0009529977443981
-0.50194895,-0.49686143,0.064163315336803,-0.0010007546927036
-0.5022047,-0.4972747,0.0642307784320675,-0.0010472361149171
-0.5025946,-0.49751353,0.0642886477589902,-0.0010920982177046
-0.50270176,-0.49761167,0.0639841792501078,-0.0011506950441318
-0.502403,-0.4976539,0.063742555218991,-0.0011681696712982
-0.50217974,-0.4976881,0.0641266342187932,-0.0012359101234319
-0.5020726,-0.4977698,0.0637296106713847,-0.0012358000719494
-0.5018359,-0.49794018,0.0643531904983167,-0.0012076953541558
-0.5016881,-0.49787596,0.0641227971141619,-0.0011612174489222
-0.5021593,-0.49763015,0.0635635856591183,-0.0012119665939187
-0.5027248,-0.4973972,0.0639800319135314,-0.0011292399998938
-0.5039201,-0.49728364,0.0641894405974239,-0.0010971233196679
-0.5045322,-0.49727908,0.0636285505753402,-0.0010211463784198
-0.5054227,-0.49727893,0.0639534334270954,-0.0010717760284404
-0.50584203,-0.49712205,0.064304758850129,-0.0010195262414146
-0.50623506,-0.4969611,0.0646637801806992,-0.000907880200187
-0.50659925,-0.49678746,0.0640628689120571,-0.001026215044893
-0.5070344,-0.4967669,0.0637225338878949,-0.001013525688505
-0.50723636,-0.49665052,0.0638167250526803,-0.0009935390119981
-0.5074089,-0.49659505,0.0644613638679195,-0.0009731679151705
-0.507384,-0.49664256,0.0638668055993843,-0.0009117763642368
-0.5073204,-0.4965931,0.0647350528627877,-0.0007617041536496
-0.5072812,-0.49659008,0.063278951072541,-0.0006711666127346
-0.5071835,-0.49644765,0.064360825962499,-0.0005275270097316
-0.50709826,-0.49640062,0.0630243942217624,-0.0007712724603679
-0.50705576,-0.4962733,0.0643760533133376,-0.0007446824080411
-0.50601953,-0.4961744,0.0643154889065395,-0.0007028241265888
-0.5042978,-0.49611476,0.0637480125993306,-0.0006987896972488
-0.5035549,-0.49607095,0.063778730665773,-0.0006059130513255
-0.50312346,-0.49608305,0.0643948101193464,-0.0006758519834829
-0.50292665,-0.4961643,0.0646889070340729,-0.0005832441843014
-0.5028116,-0.49637446,0.0629380678385721,-0.0006180620940958
-0.50225097,-0.49652094,0.0642809553350992,-0.0005512284488243
-0.50235116,-0.49656552,0.0637264920434663,-0.0005422144753294
-0.50238806,-0.4966445,0.0637731548520675,-0.0004790725334029
-0.5026299,-0.4966723,0.0633622564415612,-0.0004436209130867
-0.5036232,-0.49673498,0.0636400999893484,-0.0001963734227567
-0.5041662,-0.49670517,0.0634194576791906,-0.0003292864429623
-0.5044707,-0.49676654,0.0632210323532369,-0.0003188520917182
-0.5047028,-0.49678606,0.0639434650890201,-0.0004157221580275
-0.50492215,-0.49678996,0.0630012042929118,-0.0001107745837666
-0.50509024,-0.49682984,0.05915587256242,0.0034918785116891
-0.5048063,-0.49702853,0.0588588370602934,0.0103549729278622
-0.5040213,-0.4972261,0.0542958974390859,0.0066299111969461
-0.504176,-0.49729317,0.0581048257130975,0.0060269354799323
-0.5036022,-0.4973466,0.0608564800916961,0.0005093307922716
-0.503431,-0.49760905,0.0653784922541489,-0.0009652411623923
-0.50237715,-0.4977162,0.0695315246194785,-0.0064255051399308
-0.5019126,-0.4979042,0.0695871246469911,-0.0088537536822353
-0.50189835,-0.49803254,0.072312663468982,-0.0117419522204871
-0.5021974,-0.49814394,0.0762540573004918,-0.0122502927435573
-0.5026106,-0.49813938,0.0805895283031669,-0.0180955760453082
-0.5027932,-0.4981138,0.0856335387319745,-0.0213459200340642
-0.5027696,-0.4981187,0.0864219545202764,-0.022078814849061
-0.50276965,-0.4986116,0.0913488801424679,-0.031281656270455
-0.5028134,-0.4989793,0.0936379304097041,-0.0328334069483892
-0.50274104,-0.4991966,0.1090921597847183,-0.0404776890942366
-0.5030346,-0.4994986,0.110569982404882,-0.0515270983470023
-0.50372833,-0.49978402,0.1198428010325305,-0.0597815574790696
-0.5047258,-0.49999672,0.1338045954213384,-0.0704788841507127
-0.50505,-0.50055444,0.1363697213106051,-0.0798244084173316
-0.5047634,-0.5008802,0.1559799410452922,-0.0969477076542393
-0.50456804,-0.50105226,0.1718298376292313,-0.1148998512690662
-0.50392693,-0.5014319,0.1882780326339282,-0.1321485472401409
-0.5034828,-0.50154763,0.2106067917147458,-0.1443300864547518
-0.50316715,-0.50171524,0.2222060918452691,-0.1693164609404156
-0.50299996,-0.50179845,0.2448034511604934,-0.1889898506805462
-0.50291574,-0.5018938,0.2718453782172221,-0.219434807787559
-0.5028752,-0.5019061,0.2923754239967169,-0.2499157421065799
-0.50211835,-0.5019266,0.3067775067713091,-0.2568271268241209
-0.50153667,-0.5019745,0.3327618274007901,-0.2741595696970046
-0.5010491,-0.5019944,0.3509515521892423,-0.3153609670434576
-0.50153476,-0.5016087,0.395245860406754,-0.3505269342643299
-0.5013969,-0.5015509,0.4126914182903589,-0.3887065424842418
-0.50108075,-0.50134176,0.43964277528654,-0.4045759130867328
-0.50089073,-0.5012753,0.4711710774423833,-0.4383337476553101
-0.49985835,-0.5011626,0.4869648027920348,-0.4603386334421163
-0.5004637,-0.5010363,0.5274403595198192,-0.4787584219637482
-0.50108343,-0.50091076,0.5410986419423734,-0.4993325634043856
-0.50104016,-0.5009156,0.568506123633265,-0.5224022531505174
-0.49968466,-0.5009571,0.5715766329433959,-0.5227817248229294
-0.49834666,-0.5005427,0.5718383392224077,-0.5511158897641008
-0.4983974,-0.5004187,0.6095588862460811,-0.5820226811236171
-0.49693865,-0.50031734,0.6292094993524969,-0.5916626691075436
-0.49550247,-0.5001903,0.6313268959453839,-0.6152944496780024
-0.49367914,-0.5011232,0.6478772689147633,-0.6256388071880277
-0.4929055,-0.5013305,0.6793111190910455,-0.6504716198500239
-0.49437732,-0.5029047,0.6644043722152377,-0.6568189484709968
-0.50225294,-0.5044297,0.6900921649575009,-0.663582521621179
-0.51092476,-0.507923,0.7210656399785842,-0.6998002747397469
-0.5156612,-0.5085328,0.7426375260209069,-0.7301151172735192
-0.51518667,-0.5104183,0.776333833775446,-0.7481560087352763
-0.5085733,-0.513225,0.7909290243014797,-0.7789021092665164
-0.5003752,-0.5101931,0.8171845208752323,-0.8041715848296034
-0.4869091,-0.50105596,0.823289902036621,-0.8090439323087095
-0.47564808,-0.49928674,0.8258186901715812,-0.821899594651096
-0.46336845,-0.49989855,0.8197125800400279,-0.8273460481982671
-0.45422423,-0.4979717,0.821162915593675,-0.8035027973565019
-0.4435685,-0.49807978,0.8092835033076257,-0.822974559124218
-0.42973393,-0.49751624,0.8790503594656177,-0.8681512032576634
-0.4220251,-0.49153322,0.9133504099620467,-0.9060415119189033
