Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,4.66E-06,8.67E-06,2.70E-05,1.72E-05,-1.33E-05,1.36E-05
2,3.54E-06,1.15E-05,1.61E-05,9.80E-06,-1.17E-05,1.49E-05
3,-3.76E-07,1.01E-05,1.68E-05,3.80E-06,-9.28E-06,1.58E-05
4,-2.05E-06,8.55E-06,2.43E-05,5.00E-05,-8.03E-06,1.60E-05
5,-2.99E-06,1.14E-05,2.95E-05,0.000106849,-8.51E-06,1.29E-05
6,-1.03E-05,1.64E-05,3.17E-05,8.70E-05,-9.02E-06,6.20E-06
7,-2.05E-05,1.90E-05,3.14E-05,1.52E-05,-7.48E-06,3.30E-06
8,-2.12E-05,1.83E-05,2.32E-05,-2.78E-05,-4.91E-06,7.44E-06
9,-1.15E-05,1.57E-05,8.95E-06,-1.81E-05,-5.87E-06,1.34E-05
10,-6.90E-07,1.43E-05,3.14E-06,4.34E-05,-1.09E-05,1.72E-05
11,1.86E-06,1.62E-05,8.73E-06,0.000116274,-1.49E-05,1.79E-05
12,-7.65E-06,1.82E-05,1.87E-05,0.000120615,-1.61E-05,1.59E-05
13,-1.93E-05,1.69E-05,2.44E-05,5.30E-05,-1.55E-05,1.46E-05
14,-2.03E-05,1.41E-05,1.74E-05,-7.75E-06,-1.41E-05,1.68E-05
15,-1.21E-05,1.27E-05,3.96E-06,-1.46E-05,-1.27E-05,1.98E-05
16,-6.67E-06,1.39E-05,-7.54E-08,3.90E-05,-1.09E-05,1.91E-05
17,-8.95E-06,1.73E-05,5.10E-06,0.000115313,-8.11E-06,1.51E-05
18,-1.61E-05,2.05E-05,9.53E-06,0.000128659,-6.97E-06,1.15E-05
19,-2.14E-05,2.09E-05,1.44E-05,5.90E-05,-8.77E-06,1.05E-05
20,-1.68E-05,1.93E-05,1.79E-05,-9.26E-06,-1.11E-05,1.20E-05
21,-4.35E-06,1.69E-05,1.38E-05,-2.47E-05,-1.17E-05,1.55E-05
22,5.56E-06,1.51E-05,1.16E-05,2.20E-05,-1.16E-05,1.90E-05
23,7.89E-06,1.61E-05,1.78E-05,0.000112045,-1.13E-05,1.85E-05
