Right_Wrist_X,Right_Wrist_Y,FOREARM_Affected_upper,FOREARM_Affected_lower
-0.6714064,0.5477665,0.0023640563673394,-0.1594534720086086
-0.6555598,0.5421143,0.002792971443484,-0.156756518104605
-0.6537285,0.53548074,0.0030649589547701,-0.1547152151368652
-0.6521686,0.5197119,0.0032010068663963,-0.1532553052617036
-0.6565013,0.517153,0.0032221031435609,-0.1523025306354344
-0.66049016,0.516547,0.0031492357514625,-0.1517826334143718
-0.66029996,0.51315755,0.0030014837739018,-0.1516212994884011
-0.6616223,0.5090697,0.00280320315962,-0.1517470664730069
-0.6634468,0.5068779,0.0025741509017269,-0.1520821301812872
-0.6640602,0.50633144,0.0023353149654211,-0.1525522327695561
-0.6657026,0.50629914,0.0021076833159009,-0.1530831163941279
-0.6670566,0.5070636,0.001961053039201,-0.153054421762084
-0.66813135,0.5076181,0.0019814504128055,-0.1540770631207982
-0.6690027,0.5078554,0.0025019156400539,-0.1515919421329079
-0.6692157,0.5078958,0.0025614702237596,-0.1531953549080382
-0.6693317,0.5076674,0.0026151095744061,-0.1495496000393589
-0.6678555,0.50851125,0.0028126938783797,-0.1509156389021941
-0.6653163,0.5124007,0.0032177306138733,-0.1516655991684102
-0.6631773,0.5135633,0.0033529656064701,-0.1532288958212322
-0.66089725,0.51560247,0.0033834067038862,-0.1535911745673527
-0.6602798,0.51986444,0.0035959836690715,-0.1534190893719584
-0.6598021,0.5220449,0.0036334351335098,-0.154052458524131
-0.6590343,0.5224618,0.0036793871796565,-0.1530000767336603
-0.6594276,0.5239607,0.0035842494147607,-0.1542822253688208
-0.66192114,0.523551,0.0031807829652595,-0.1548346445253016
-0.66191375,0.52254355,0.0036401277297495,-0.1518571384258315
-0.66062146,0.52102005,0.0034912771508723,-0.1535834197274388
-0.6605219,0.5198392,0.0034710794253107,-0.1523251896659747
-0.66039956,0.51877,0.0031890846133447,-0.1549439241364191
-0.66052175,0.5188111,0.0032780596257986,-0.1527051163901616
-0.6606693,0.51914185,0.0028253936344542,-0.153920906110912
-0.66053593,0.51621425,0.0024415287650314,-0.1529529679010581
