Left_Wrist_X,Left_Wrist_Y,FOREARM_NonAffected_upper,FOREARM_NonAffected_lower
0.63687074,0.53963697,0.1995462738000368,-7.68502240459262e-05
0.63740486,0.54527974,0.199193770418844,-6.746330239399515e-05
0.63801855,0.52548987,0.1987827726094219,-5.948658869125984e-05
0.65192163,0.5306008,0.1983412505821405,-5.291543121453311e-05
0.64227164,0.52337176,0.1978821281393018,-4.748256816230265e-05
0.63023067,0.5237986,0.1974302946509473,-4.310303896706864e-05
0.6076003,0.5207939,0.1970103797483866,-3.965434796614018e-05
0.58296734,0.5078088,0.1966356965514844,-3.6925494015226496e-05
0.5449,0.49876744,0.1963312206569826,-3.480138358277716e-05
0.52237743,0.49096537,0.1957290662964662,-3.2955417467965415e-05
0.5047774,0.4765896,0.1962947795254677,-9.090203569713543e-06
0.49309987,0.4645908,0.1972731390116776,-1.0123338579323084e-05
0.46664274,0.47710896,0.1959810874013188,-4.1655443340758656e-05
0.44084767,0.46892536,0.1960516339101678,-5.2398392129581825e-05
0.4200583,0.46014762,0.1969843593765807,-6.000862376023656e-05
0.40178493,0.45474604,0.197247281701369,-6.446002090024202e-05
0.40851048,0.43834937,0.1982961295029526,-6.583278890347212e-05
0.4081234,0.42122066,0.1985852794701056,-6.40728397485338e-05
0.40798348,0.3903517,0.1999258819201857,-5.923771843138897e-05
0.40644732,0.35601658,0.1987250126237802,-5.124030564902601e-05
0.40085688,0.3402607,0.1993807012948599,-4.0110175708494616e-05
0.38970202,0.32308012,0.1993428165080287,-2.598853593419952e-05
0.38292074,0.27726743,0.198075857527125,-8.620942366243484e-06
0.37121204,0.27904296,0.200611903984857,-2.092999679608896e-05
0.36685258,0.24276109,0.19862300645325,-1.168328384659074e-05
0.3616875,0.21685867,0.1980324016614638,-6.241789605964564e-07
0.3925886,0.18813702,0.198244723895878,6.568363777072518e-05
0.4354801,0.19796222,0.1982918180434932,6.605174404549207e-05
0.44469368,0.21940213,0.1989856939873283,-6.196744691077689e-06
