Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,2.21565e-05,1.68725e-05,1.93699e-05,5.42301e-05,-8.93362e-06,1.70482e-05
2,2.1379e-05,1.52146e-05,2.38853e-05,5.64793e-05,-5.79848e-06,1.7235e-05
3,7.99046e-06,1.422e-05,2.4456e-05,5.69021e-05,-3.72701e-06,1.38047e-05
4,-1.26924e-05,1.23407e-05,2.24384e-05,5.23254e-05,-2.97723e-06,9.48907e-06
5,-2.21436e-05,8.17196e-06,2.09023e-05,4.8927e-05,-2.41038e-06,8.21033e-06
6,-1.00132e-05,3.66639e-06,2.09692e-05,5.04027e-05,-3.03501e-06,1.05172e-05
7,8.14454e-06,1.20959e-06,2.19233e-05,5.42794e-05,-4.81864e-06,1.52769e-05
8,1.30807e-05,2.08703e-06,2.34127e-05,5.56093e-05,-6.88041e-06,1.96412e-05
9,1.2354e-06,5.02312e-06,2.33586e-05,5.44115e-05,-8.56946e-06,1.86915e-05
10,-2.07808e-05,7.27152e-06,2.42453e-05,5.19829e-05,-8.85044e-06,1.18068e-05
11,-2.77256e-05,6.6905e-06,2.71472e-05,5.13731e-05,-8.22381e-06,7.50494e-06
12,-1.0217e-05,6.12779e-06,2.86749e-05,5.49264e-05,-8.61648e-06,7.6883e-06
13,8.54631e-06,6.06298e-06,2.77607e-05,5.95471e-05,-9.92423e-06,6.983e-06
14,1.09373e-05,6.19595e-06,2.90691e-05,6.20411e-05,-1.07749e-05,3.41995e-06
15,-1.48507e-06,5.19065e-06,3.36879e-05,6.2015e-05,-1.13854e-05,1.34625e-06
16,-2.89413e-05,4.18105e-06,3.66124e-05,5.99008e-05,-1.23447e-05,2.46775e-06
17,-4.52582e-05,4.55072e-06,3.72312e-05,5.98129e-05,-9.88493e-06,4.13684e-06
18,-2.67391e-05,5.79422e-06,3.62274e-05,5.87208e-05,-6.66099e-06,8.54806e-06
19,-4.87106e-06,8.59059e-06,3.43118e-05,5.17891e-05,-8.14615e-06,1.03895e-05
20,4.65997e-06,9.38052e-06,3.21723e-05,4.7735e-05,-9.13537e-06,8.84503e-06
21,1.30941e-05,7.92908e-06,3.14548e-05,4.79486e-05,-5.7327e-06,8.82168e-06
22,1.40989e-05,5.85443e-06,3.07792e-05,4.90317e-05,-3.10189e-06,1.08891e-05
23,9.58574e-06,4.28303e-06,2.69262e-05,5.06443e-05,-5.52449e-06,1.22309e-05
24,-6.8247e-06,4.76403e-06,2.41411e-05,5.3151e-05,-9.53155e-06,9.94378e-06
25,-2.80785e-05,4.36624e-06,2.51165e-05,5.69262e-05,-1.04415e-05,4.93126e-06
26,-3.09237e-05,3.73601e-06,2.63474e-05,5.8098e-05,-1.09316e-05,3.852e-06
27,-1.30643e-05,5.36864e-06,2.3724e-05,5.87666e-05,-1.38638e-05,9.4346e-06
28,1.63462e-07,8.85431e-06,2.01239e-05,6.11958e-05,-1.53006e-05,1.52325e-05
29,-1.2445e-06,9.41043e-06,1.84993e-05,6.41807e-05,-1.14542e-05,1.4748e-05
30,-1.70159e-05,7.73547e-06,1.83577e-05,6.54015e-05,-3.38746e-06,9.19217e-06
31,-3.54772e-05,4.65717e-06,2.15145e-05,6.44654e-05,3.82367e-06,6.62164e-06
32,-3.59387e-05,2.2617e-06,2.48743e-05,6.17278e-05,5.83966e-06,1.01248e-05
33,-1.70282e-05,9.11403e-07,2.40647e-05,5.66944e-05,3.61179e-06,1.69998e-05
34,-3.12943e-07,6.64894e-07,2.14818e-05,5.27802e-05,2.6604e-06,2.1045e-05
35,-1.65493e-06,2.33593e-06,2.22589e-05,5.21609e-05,4.01772e-06,2.11448e-05
36,-1.81295e-05,5.61572e-06,2.62121e-05,5.23648e-05,6.06165e-06,1.71974e-05
