Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-2.38581e-05,4.5864e-06,3.2585e-05,5.53391e-05,-8.38701e-07,8.92833e-06
2,-2.65706e-05,9.1212e-06,3.39206e-05,5.27338e-05,4.68411e-07,1.01064e-05
3,-7.2597e-06,1.25974e-05,3.37951e-05,4.82229e-05,-2.07648e-06,1.34835e-05
4,1.14556e-05,1.47463e-05,3.34789e-05,4.58097e-05,-8.82803e-06,1.78578e-05
5,1.18217e-05,1.51348e-05,3.47937e-05,4.74657e-05,-1.42498e-05,2.23914e-05
6,-4.93688e-06,1.29906e-05,3.66292e-05,4.81942e-05,-1.36794e-05,2.5278e-05
7,-2.90767e-05,1.09616e-05,4.00149e-05,4.65757e-05,-1.0106e-05,2.28225e-05
8,-3.60136e-05,1.19482e-05,4.23519e-05,4.74014e-05,-6.01181e-06,1.82419e-05
9,-1.84297e-05,1.35775e-05,4.13304e-05,5.20791e-05,-2.88572e-06,1.53361e-05
10,1.42333e-06,1.30054e-05,3.78903e-05,5.43214e-05,-3.75005e-06,1.23113e-05
11,5.12382e-06,1.21438e-05,3.54247e-05,5.08577e-05,-9.32678e-06,9.25075e-06
12,-7.88031e-06,1.14451e-05,3.73217e-05,4.60715e-05,-1.15292e-05,6.36481e-06
13,-4.0636e-05,8.62948e-06,3.9042e-05,4.74478e-05,-9.39186e-06,2.61797e-06
14,-5.5746e-05,4.15124e-06,3.58256e-05,4.9263e-05,-9.19389e-06,-1.03442e-07
15,-2.36609e-05,1.30937e-06,3.16453e-05,4.71185e-05,-1.39371e-05,2.31966e-06
16,1.29864e-06,3.50158e-07,2.70886e-05,4.90912e-05,-1.65508e-05,9.7853e-06
17,-3.48241e-06,1.38894e-06,2.4569e-05,5.22496e-05,-1.47043e-05,1.73423e-05
18,-9.23043e-06,2.25567e-06,2.78195e-05,4.93164e-05,-1.63885e-05,2.17742e-05
19,-1.01552e-05,1.15142e-06,3.02575e-05,4.55205e-05,-2.08285e-05,2.25034e-05
20,-6.29017e-06,3.04082e-06,3.22323e-05,4.69098e-05,-2.38612e-05,2.15667e-05
21,-1.57524e-05,6.77534e-06,3.43093e-05,5.13464e-05,-2.38427e-05,2.28095e-05
22,-3.54755e-05,6.59548e-06,3.3616e-05,5.35511e-05,-2.38598e-05,2.60244e-05
23,-3.69756e-05,4.49649e-06,3.23353e-05,5.18323e-05,-2.59737e-05,2.67618e-05
24,-1.5789e-05,3.14629e-06,2.94763e-05,5.03954e-05,-2.64649e-05,2.52188e-05
25,1.50578e-06,4.6191e-06,2.61746e-05,4.92839e-05,-2.50994e-05,2.40055e-05
26,2.64002e-06,9.10215e-06,2.5508e-05,4.98758e-05,-2.37643e-05,2.56414e-05
27,-1.34265e-05,1.2467e-05,3.06319e-05,4.94374e-05,-1.93126e-05,2.62667e-05
28,-3.42446e-05,1.344e-05,3.60674e-05,4.64877e-05,-1.02048e-05,2.37268e-05
29,-3.32884e-05,1.57025e-05,3.51025e-05,4.59079e-05,-2.33516e-06,2.25452e-05
30,-8.41951e-06,1.77871e-05,2.98208e-05,4.82803e-05,-2.95858e-06,2.28715e-05
31,1.20374e-05,1.66764e-05,2.56642e-05,4.83742e-05,-7.79581e-06,2.31968e-05
32,1.17614e-05,1.34413e-05,2.52452e-05,4.57424e-05,-1.01205e-05,2.33275e-05
33,-3.43225e-06,1.21333e-05,2.37891e-05,4.45037e-05,-1.13865e-05,2.38168e-05
34,-2.5003e-05,1.28657e-05,1.87814e-05,4.62613e-05,-1.25331e-05,2.39113e-05
35,-2.89524e-05,1.25626e-05,1.60351e-05,4.96897e-05,-1.23663e-05,2.47793e-05
36,-9.87334e-06,1.32365e-05,1.80039e-05,4.91064e-05,-1.33088e-05,2.77299e-05
37,5.75674e-06,1.5861e-05,2.03153e-05,4.46426e-05,-1.47569e-05,3.14908e-05
38,5.92931e-06,1.82839e-05,2.21748e-05,4.29236e-05,-1.35832e-05,3.16982e-05
39,-4.18607e-07,1.82656e-05,2.21466e-05,4.55705e-05,-1.0652e-05,2.85424e-05
40,-2.16802e-05,1.59907e-05,2.30167e-05,4.78191e-05,-9.55996e-06,2.28777e-05
41,-3.35902e-05,1.33197e-05,2.62092e-05,4.86621e-05,-1.16919e-05,1.91399e-05
42,-1.26102e-05,1.35647e-05,2.77377e-05,4.75656e-05,-1.47619e-05,2.08976e-05
43,3.16713e-06,1.07381e-05,2.44782e-05,4.56196e-05,-1.34154e-05,2.23254e-05
44,3.10242e-06,5.68226e-06,1.97483e-05,4.32077e-05,-6.57065e-06,2.42889e-05
45,4.1602e-06,7.96761e-06,2.0596e-05,4.29591e-05,1.16849e-06,2.5515e-05
46,1.9163e-06,9.85057e-06,2.50525e-05,4.72282e-05,1.67226e-06,2.51637e-05
47,2.28954e-06,9.48426e-06,2.75993e-05,5.13145e-05,-2.21185e-06,2.25769e-05
48,-8.34811e-06,1.12187e-05,2.79629e-05,5.04633e-05,-1.78724e-06,1.66151e-05
49,-2.99368e-05,1.04504e-05,3.01096e-05,4.55296e-05,-3.59386e-07,1.31912e-05
50,-3.2225e-05,9.90753e-06,3.12532e-05,4.28947e-05,9.67196e-07,1.41824e-05
51,-1.26055e-05,9.5755e-06,3.20574e-05,4.54479e-05,2.14951e-07,1.65993e-05
52,4.38103e-06,7.62546e-06,3.48812e-05,4.81852e-05,-1.54959e-06,1.5839e-05
53,5.696e-06,8.7141e-06,3.48649e-05,4.89235e-05,-3.91601e-06,1.3159e-05
54,-9.24738e-06,1.23825e-05,3.07195e-05,5.04492e-05,-6.60725e-06,1.02979e-05
55,-2.59255e-05,1.21592e-05,2.79336e-05,5.33052e-05,-6.90756e-06,7.88854e-06
56,-2.39615e-05,1.09449e-05,2.80655e-05,5.65444e-05,-4.96493e-06,7.11253e-06
57,-2.16474e-06,1.3488e-05,2.56736e-05,5.8216e-05,-3.94453e-06,7.63218e-06
58,1.66805e-05,1.50966e-05,2.18277e-05,5.87372e-05,-5.81666e-06,8.66004e-06
59,1.69589e-05,1.38241e-05,2.20608e-05,5.7425e-05,-6.46382e-06,9.04438e-06
60,1.71149e-06,1.28837e-05,2.56621e-05,5.39893e-05,-4.88467e-06,9.7399e-06
61,-2.13479e-05,1.29132e-05,2.77054e-05,5.26711e-05,-3.6313e-06,8.30227e-06
62,-2.54787e-05,1.18504e-05,2.73452e-05,5.53223e-05,-6.6508e-06,2.39834e-06
63,-2.79426e-06,9.27186e-06,2.4275e-05,5.634e-05,-1.42104e-05,-1.18584e-06
