Left_Shoulder_X,Left_Shoulder_Y,DELTOID_NonAffected_upper,DELTOID_NonAffected_lower
0.9698456,-0.49516407,0.5780476463319558,-0.0585603609904945
0.95833975,-0.5009749,0.6333274585737008,-0.1115717431732639
0.9643952,-0.5024495,0.6794496385715709,-0.1553398872315226
0.9749274,-0.50246304,0.7164345699878032,-0.1898647520223894
0.98132354,-0.5038079,0.7450579981193992,-0.215873458153608
0.98317933,-0.5018766,0.7660956682633606,-0.2340931262329221
0.98421997,-0.5006816,0.7803233257166897,-0.2452508768680753
0.9863271,-0.50048494,0.7885167157763883,-0.2500738306668114
0.9888985,-0.50027853,0.7914515837394581,-0.2492891082368739
0.9920131,-0.50001746,0.7899036749029014,-0.2436238301860065
0.99302334,-0.5001557,0.7846487345637196,-0.2338051171219529
0.9942161,-0.49985892,0.7764625080189149,-0.2205600896524568
0.99469393,-0.49989438,0.7661207405654893,-0.2046158683852618
0.99479675,-0.5001579,0.74338204540003,-0.1906409079499912
0.9946654,-0.500477,0.7487663799141328,-0.1639349313506257
0.99419844,-0.5004181,0.7451009657463346,-0.1625039098334083
0.9948979,-0.5005317,0.7276592290741046,-0.1310680536514434
0.99525434,-0.50035095,0.7268289460536379,-0.0894638510445786
0.99610436,-0.5002565,0.7147868693684558,-0.0816818283862305
0.9945996,-0.50031406,0.7284220677683585,-0.0881433607660106
0.99426514,-0.5003257,0.7052964772143125,-0.1054005640986508
0.9936011,-0.5002536,0.7291273194184281,-0.0838376821469805
0.9933596,-0.5003288,0.7183554157246854,-0.0719829718288764
0.9931178,-0.5002896,0.7180138302499972,-0.0634580842733998
0.9933801,-0.50028133,0.6936719491892053,-0.043535658884972
0.99377424,-0.5003254,0.7055145946398128,-0.0411938054420068
0.9943278,-0.50028557,0.7080956567162112,-0.0472063033347628
0.9947149,-0.50026786,0.7280877415437363,-0.0655396914717343
0.99432534,-0.5003849,0.7235794171791126,-0.0790921096689617
0.9955162,-0.50045705,0.7394642987905734,-0.0938123143279538
0.99686676,-0.5003849,0.7184648767285714,-0.1043541390025209
0.99868983,-0.50021935,0.7343406581639961,-0.109243847790834
0.9996202,-0.49990132,0.7384532329412328,-0.1247756343207187
1.0021218,-0.49981326,0.736042775204432,-0.1368549459962342
1.0055224,-0.4990081,0.7280080913948195,-0.1557502544704782
1.0050737,-0.49906704,0.7573603182014652,-0.147826106556936
1.0045094,-0.4990189,0.7405924781489824,-0.1542020639327756
1.0033497,-0.49893558,0.7499488132630889,-0.1683606723095878
1.0033847,-0.49886975,0.7462653435694355,-0.171536736008388
1.0029677,-0.498792,0.7499655842638528,-0.182856713702237
1.0028924,-0.49860787,0.7593743324916331,-0.1833061918746234
1.0018009,-0.49846783,0.7595877436980227,-0.17804210384661
1.0014547,-0.49837363,0.7422495580225024,-0.1843763210935127
1.0022273,-0.49834642,0.7472624358841966,-0.1824667902199606
1.0036697,-0.49819145,0.7564124856965141,-0.1739868010619427
1.0046532,-0.49779496,0.7472371843536613,-0.1629110256339743
1.00711,-0.49756435,0.7250698746476,-0.1508578163995517
1.0089114,-0.49732223,0.733259649554421,-0.1281381930627964
1.0108038,-0.4973072,0.7491570048394814,-0.1201530103404982
1.0126863,-0.49714535,0.7340503769642427,-0.1267486140807069
1.0139576,-0.49687332,0.7398332849809224,-0.1157075192431213
1.0150539,-0.49647456,0.739821131381411,-0.1013216680429122
1.0143478,-0.49654084,0.7250808020824803,-0.1075069258729799
1.0124971,-0.49731502,0.7302067547308834,-0.0927943292576422
1.0081844,-0.49852163,0.7088940465017595,-0.0861096340750633
1.0016983,-0.49936166,0.7425325963631019,-0.0640300334479221
1.0003769,-0.49900737,0.7092750762252384,-0.0544101381150905
0.99828285,-0.49832493,0.7174809666881787,-0.032737294441064
0.9969021,-0.4976352,0.6997077019232205,-0.0366593821242515
0.99555206,-0.49616307,0.7144935954494764,0.0049356541399421
0.99506456,-0.49482137,0.6907948723258075,-0.0236648690795841
0.9932169,-0.49404246,0.7129521419216033,-0.0503354293994686
0.98874426,-0.49381202,0.7253614530389861,-0.0377724063752244
0.9850612,-0.4923289,0.7292579810797524,-0.0502707605770171
0.9831441,-0.4927603,0.7126287312871703,-0.0703437889974935
0.9803132,-0.49310115,0.753536753749724,-0.0642882640673796
0.9765725,-0.49375576,0.7199715341718055,-0.0921055496544975
0.9840409,-0.49412015,0.7475798333312146,-0.1291874100724295
0.9819727,-0.49513844,0.7537320220687038,-0.1579943324016229
0.98083967,-0.49616337,0.7482287188304868,-0.1809533383708143
0.9778669,-0.49755746,0.7632247227203087,-0.1936660813425718
0.969791,-0.50178593,0.7669897849384595,-0.2021315330649999
0.96989787,-0.5005359,0.7563488594519505,-0.191651102445818
0.95665926,-0.50080156,0.7662732430126659,-0.1998571386297618
0.945556,-0.5002932,0.7664960841750349,-0.2005554488954433
0.93698657,-0.4995746,0.7547335718997128,-0.2068476198456626
0.90257186,-0.49970168,0.7694668225027627,-0.209937590355426
0.89418566,-0.5008742,0.7548921856715933,-0.2025421147314451
0.888133,-0.5063388,0.7604437555919829,-0.1715270279812348
0.87928015,-0.50251293,0.7542657380569225,-0.1752117378630907
0.88782686,-0.50436324,0.7474645432520787,-0.1863220940881019
0.8910802,-0.5090769,0.7642641053462093,-0.2103533883850926
0.87608385,-0.5078927,0.75166907713789,-0.2001033389435933
0.8927576,-0.51112217,0.7505120212075342,-0.1921942733385329
0.9032072,-0.50793964,0.7495205685286954,-0.2115924454747434
0.9109717,-0.50716305,0.7672219825795709,-0.2117407901199915
0.9443101,-0.50426424,0.7506590314526754,-0.2138699919247779
0.962107,-0.5008773,0.7448176080070296,-0.2386886828221123
0.98632306,-0.50253916,0.7536092901255182,-0.2368689647602568
0.9889423,-0.503247,0.7680570818456437,-0.2417536172844328
0.9867682,-0.5033005,0.7615207219517517,-0.2695243159425058
0.9867181,-0.50187397,0.7940166045617553,-0.2973647463752247
0.99290854,-0.5035375,0.7850606515563251,-0.2823839543413046
1.0029382,-0.5039661,0.7926616196327559,-0.2787356082967473
1.0042896,-0.5073911,0.7894740363835122,-0.2864773912153238
1.0075479,-0.5085486,0.794386727450143,-0.2394873334108965
0.9960331,-0.5082619,0.7717660232960031,-0.2547724875139859
1.0019717,-0.50763774,0.7896658647908382,-0.2719883781701996
1.0061029,-0.5074276,0.7909486280242539,-0.2686092104730146
1.0052764,-0.5063153,0.7982803168667689,-0.2780324612245357
1.0080119,-0.50467813,0.7995565530056874,-0.2806326702556471
0.99428076,-0.5036172,0.79565555414753,-0.2818901401315232
0.99036604,-0.502841,0.8031959016302,-0.2680053307484473
0.98626447,-0.50293565,0.7732174257002551,-0.2882534235260734
0.9802286,-0.5021717,0.7926109917597953,-0.2651420098191482
0.9801375,-0.49935803,0.7782481186658191,-0.2597236147584416
0.9822521,-0.49591517,0.766534812011861,-0.2374275565360424
0.98698324,-0.49279064,0.7672537331821508,-0.224856126334613
0.97820306,-0.49007866,0.7876897612693297,-0.2176362630317634
0.9779268,-0.49271047,0.7690449630564422,-0.2147997166348879
0.98242444,-0.49458218,0.7606390357953138,-0.2202243777369714
0.9767856,-0.4944225,0.7487709611010346,-0.1965188461448251
0.97327363,-0.49391136,0.7568076569769963,-0.1806355715886834
0.97587156,-0.4929826,0.748374958823529,-0.1941779184024995
0.9772134,-0.49153844,0.7623603574291413,-0.1988706788239881
0.97404397,-0.49005008,0.7589550340646797,-0.1986659604264408
0.9728241,-0.48881248,0.7674412209433796,-0.1701260152736712
0.97360647,-0.48823947,0.768443852486866,-0.2062739977693925
0.9700389,-0.48848575,0.7539243461825129,-0.2128050025147335
0.96784735,-0.4871229,0.7607916961170477,-0.1848088208029853
0.96897024,-0.48601878,0.7657132421639027,-0.2366106038265205
0.9691826,-0.4856183,0.7641990701553566,-0.26238956253572
0.9685844,-0.48532814,0.7966131828303736,-0.2803489526325259
0.9659552,-0.48457822,0.79062151617347,-0.2993311350092723
0.9662623,-0.4836604,0.7946358466461141,-0.3032524973694746
0.9623512,-0.48397145,0.80613212471848,-0.3079249835618817
0.96373874,-0.4833925,0.7901930985874009,-0.3009493830861849
0.9603776,-0.4841149,0.7749154307669693,-0.3054898565705964
0.9579271,-0.48442355,0.7969453079367709,-0.2921671472264054
0.96155757,-0.4842266,0.7531679128949965,-0.2367760894396968
0.96549207,-0.4839347,0.7603493878317692,-0.2318350802060134
0.96772736,-0.4833877,0.7788953312283661,-0.2425873076676157
0.96837425,-0.48315743,0.7637086681191196,-0.2688097736198942
0.9694193,-0.48214537,0.7956646325084277,-0.2548528182701974
0.9711082,-0.48245248,0.7702566251738792,-0.2646409055954077
0.97153383,-0.48196924,0.7568950443082217,-0.2354787458269358
0.97079724,-0.48128214,0.7709800235787772,-0.2143817514184307
0.97139955,-0.48125768,0.7707073823997675,-0.2536374926166334
0.9732558,-0.48104706,0.7830923377365094,-0.2463800633986869
0.97439325,-0.48058397,0.7815866620650902,-0.2596360536578065
0.97589964,-0.48071787,0.8054279203168906,-0.2659519104057568
0.9737843,-0.48084614,0.7877225156350837,-0.2790664758609384
0.9733753,-0.48096362,0.7865413460344705,-0.2583234780051623
0.9735852,-0.4810405,0.7910461578226008,-0.2609010299052922
0.97462946,-0.48011458,0.8195015597194257,-0.3001611495815089
0.9760463,-0.47952545,0.7971491060805919,-0.3186307582250709
0.9748378,-0.47874716,0.8060399413446125,-0.3058389203681891
0.9736009,-0.47784686,0.7920404441567188,-0.2860703647386651
0.9743778,-0.4769712,0.7908735276903273,-0.2877047049517814
0.9761576,-0.47690865,0.7931231511357938,-0.2842012249018187
0.9787166,-0.47670138,0.7865145265299178,-0.2656645725773408
0.9806781,-0.4761279,0.7744538067123131,-0.2372571204598675
0.9810739,-0.4761198,0.759662268098474,-0.182200401429439
0.9816169,-0.47663563,0.7484294767070724,-0.1606973099839485
0.9812591,-0.4767542,0.7697334788133201,-0.224967294285814
0.9809213,-0.4773313,0.7693140271969805,-0.2150894551871415
0.97918165,-0.47720847,0.7608095834435806,-0.1961892963253834
0.97779465,-0.4772177,0.7754803205034531,-0.1650139443413156
0.97497463,-0.47771844,0.7434881123965705,-0.1352307310354361
0.97064114,-0.4786158,0.7520613789484526,-0.110308568666983
0.96733284,-0.4789695,0.7469790696895192,-0.1571300072531198
0.9641632,-0.47949052,0.7496858056979758,-0.1564364723225837
0.96153146,-0.48019993,0.7496562225530827,-0.1515359046068169
0.96182364,-0.4806427,0.7782151267925527,-0.1595768859605313
0.96241957,-0.48089594,0.7362927661072436,-0.1560852794057618
0.9637062,-0.48100993,0.7498153797810084,-0.1442673668338475
0.96500856,-0.4810312,0.738925737011944,-0.1369150559488865
0.96978724,-0.48245123,0.7431311533217559,-0.1150136260390265
0.9718896,-0.483354,0.7343658620618465,-0.1116955418127759
0.97382265,-0.48408952,0.7242421625400134,-0.1065511167651069
0.9756493,-0.48506296,0.7530512338292801,-0.0853867176034291
0.9769033,-0.48543084,0.7141339792713696,-0.0958840382936028
0.98307914,-0.48552707,0.7274446846627883,-0.1032264272424021
0.990774,-0.48621553,0.7311460623125158,-0.0868749940230331
0.99584967,-0.48596054,0.7392157134772533,-0.0816680029103927
1.0019506,-0.48577273,0.722001070281937,-0.0479656947672327
1.0019364,-0.48592502,0.7201726307487796,-0.0841040267008058
0.99971664,-0.4868246,0.7350494799375649,-0.0971905162791442
0.99613965,-0.48886448,0.7285566802248489,-0.0935010203664723
0.99613374,-0.48944074,0.7199255369125317,-0.0973183467000917
0.99710834,-0.48953336,0.7378209906242169,-0.0899885471110739
0.99465454,-0.48978722,0.7429423874465482,-0.0981062549317031
0.9886608,-0.4899385,0.7293817654958833,-0.1128989906342052
0.9834251,-0.48899463,0.7312154873073348,-0.1386392729750297
0.9796795,-0.48857757,0.7524919659091207,-0.1504586053210038
0.9748377,-0.48865923,0.7429340799203592,-0.1586744247914102
0.97261256,-0.4890346,0.7683535542902636,-0.1585836378379322
0.9716565,-0.48961124,0.7576457725535027,-0.164742783730912
0.9714127,-0.49013153,0.7486520933896712,-0.1469832458197062
0.97136253,-0.49023062,0.7584577765865096,-0.142185958778747
0.97136176,-0.49023014,0.7276498064273048,-0.1212919423972794
0.9713536,-0.4902379,0.7529344091647437,-0.1068434526968174
0.9708972,-0.49027476,0.7380954050948071,-0.1387316685665352
0.9703472,-0.49017966,0.7434090606316776,-0.143206610224835
0.97063226,-0.4904408,0.7296454097956645,-0.1434325148569144
0.97034395,-0.4885331,0.744751802988761,-0.1353541795772862
0.9697638,-0.4874722,0.7393859475058103,-0.1387882390488338
0.96993655,-0.4871321,0.7325577613421741,-0.1496947907419791
0.97130793,-0.48705322,0.749606076384778,-0.1430152662920291
0.9733236,-0.48688605,0.7415439446981686,-0.1367549984919372
0.9759745,-0.4868652,0.7525318478490366,-0.1605796108512669
0.9788057,-0.48673722,0.7491020151645931,-0.1525122177933444
