Left_Wrist_X,Left_Wrist_Y,FOREARM_NonAffected_upper,FOREARM_NonAffected_lower
0.6440791,0.46827048,0.2234629752545959,9.244761241176836e-05
0.64514244,0.4692768,0.2233479553768971,-7.565672532047174e-06
0.6476594,0.45930627,0.2232485029713073,-8.203412829005327e-05
0.648896,0.45364493,0.2231699515832368,-0.0001336688377099
0.64982206,0.45209298,0.2231176347580956,-0.0001651808836394
0.65034014,0.4493916,0.2230968860412939,-0.0001792813489262
0.6497779,0.44740894,0.2231130389782419,-0.000178681316418
0.64922553,0.44616723,0.2231714271143498,-0.0001660918689625
0.6487029,0.44572687,0.2232773839950277,-0.0001442240894075
0.6495552,0.44587848,0.2234362431656857,-0.0001157890606005
0.65041685,0.44642848,0.2244708261081796,-8.833311974717773e-05
0.6519515,0.44795638,0.2257296373931212,-6.484689492340381e-05
0.6532434,0.44967523,0.2241004032658413,-3.629938489306714e-05
0.654956,0.45191696,0.2254972549460678,-2.690589656167709e-06
0.6548462,0.45264572,0.2248861296073374,1.084497431234781e-05
0.6544921,0.4529894,0.224919415331217,4.240376419684596e-05
0.65637964,0.45371047,0.2257919277168321,-6.787086285699688e-06
0.65611815,0.45465973,0.2259478581422597,-5.35004665739848e-06
0.65495604,0.45272687,0.2251380233033439,-3.4543050716942803e-06
0.65446824,0.4515433,0.2250558142524837,-1.099861528587088e-06
0.65810186,0.45377064,0.225038970930118,3.6521646104983613e-05
0.6602337,0.45636603,0.2268284453291895,2.0587674821561814e-05
0.66183764,0.46073568,0.226043869251021,-2.795993919334084e-06
0.66456556,0.46771932,0.2263054734965957,-1.780982994584943e-05
0.66586626,0.47691673,0.2240617069175031,-3.0598823317338304e-05
0.66566217,0.48245263,0.2262722290420661,-4.11629740338007e-05
0.665117,0.48178375,0.2239664264373911,-4.950228209523661e-05
0.66470945,0.48183095,0.2231909156284482,-5.3981689143756834e-05
0.665016,0.48175132,0.2217383569454424,-5.896880349402526e-05
0.6653656,0.48158294,0.2236398932192959,-6.16157030577772e-05
0.6654129,0.48194054,0.2232445803950501,-6.1871970700465e-05
0.6654618,0.48200068,0.2212636236051441,-5.977413280445233e-05
0.6657075,0.48260102,0.2224801750840223,-5.5322189369739274e-05
0.6656594,0.48356792,0.2221789393346429,-4.8516140396325785e-05
0.6636699,0.4824915,0.2216711784940069,-3.935598588421187e-05
0.6618204,0.48141214,0.22066552427976,-2.9123207890059963e-05
0.6603935,0.47982663,0.2211272583697124,-1.585184881977108e-05
0.65976703,0.47951707,0.2204705840617691,1.5758025879931808e-05
0.65868145,0.47828108,0.2212962529682169,2.0201236806225472e-05
0.6584692,0.478182,0.2193271331080683,-1.2261821828611267e-05
0.6560294,0.47779566,0.2212118107849238,-2.192393192317571e-05
0.65489423,0.46972185,0.2154944558574121,0.0142628858262232
0.6542711,0.46852672,0.213982187655348,0.0092001161086744
0.6527653,0.46504033,0.2201478920744305,0.0048587289933766
0.6478866,0.45657298,0.2181955118647174,0.0008282481162126
0.6429383,0.4559241,0.2170251241682151,-0.0016182981050247
0.6397685,0.4639936,0.241326776728557,0.0047108695777161
0.6367289,0.46394438,0.2231649321068535,-0.0178617690376187
0.6330865,0.4637053,0.2403202192720789,-0.0418661295139728
0.63044024,0.46329892,0.2685312837174988,-0.0557874318365279
0.6246205,0.46535778,0.2858849186091304,-0.0813515049328943
0.61943716,0.46826923,0.3008682008042902,-0.0982984026326835
0.6144466,0.4689451,0.3096661513558937,-0.1143434294989286
0.605999,0.47387215,0.325114721042291,-0.1210179627380234
0.5910769,0.47742042,0.3184999495005141,-0.1334717608330621
0.5597381,0.4794608,0.3292217333945434,-0.1359220301799799
0.55403376,0.4647491,0.3229579284560895,-0.1357531542930301
0.52118105,0.4656681,0.3204782199138653,-0.1312359306872347
0.49364176,0.45470026,0.3113603086833625,-0.1164863667634907
0.48124468,0.44419324,0.2934857105372468,-0.0937741030110191
0.46330246,0.44261235,0.276731061749066,-0.0793057549420819
0.45451427,0.42327884,0.2774636134483748,-0.0748709831964731
0.43106446,0.40687183,0.2578771952613562,-0.0403373330898087
0.3972245,0.40644452,0.244657778222006,-0.0237878946228905
0.3900312,0.39058068,0.2458210930495251,-0.0193006870449547
0.3584035,0.38928246,0.2334201861481501,-0.0390396697196315
0.33056003,0.33835033,0.2657683895815024,-0.0835178528054522
0.3131039,0.3058627,0.293804925979116,-0.0982194732545601
0.3081846,0.25737652,0.3663644325858737,-0.1723891170392513
0.26651537,0.23857257,0.4244740590514363,-0.2304241743065405
0.2341603,0.17200932,0.4308723993085358,-0.300915676779998
0.24032637,0.08169738,0.5077330917247372,-0.3402779043449209
0.25141898,0.0017817668,0.5200694300465266,-0.3861565049577185
0.25779775,-0.07979242,0.5603833257005203,-0.4390678996878484
0.25529772,-0.1543278,0.5837556342697336,-0.4634081808059875
0.25691754,-0.23840058,0.5825702801467325,-0.4674756454999105
0.26168922,-0.38854685,0.5987425749846452,-0.4773483339461032
0.21841826,-0.4520339,0.5756153848157596,-0.4657294707217849
0.1982322,-0.47852483,0.5535045711078094,-0.425864776108409
0.14346285,-0.54338837,0.51868423594081,-0.382093122575543
0.1534401,-0.55234724,0.4822061695356589,-0.3425473505711983
0.0803129,-0.5767755,0.4251785507761407,-0.2891377110566137
-0.11617997,-0.55932075,0.4006915181829852,-0.2308718232525285
-0.1276232,-0.5895359,0.3692299090848317,-0.2049054325530305
-0.062517494,-0.7098743,0.3691648768087433,-0.1880580853520295
-0.02886037,-0.7291038,0.3464897056098256,-0.1616899784904919
-0.017981233,-0.74873734,0.3613697776359479,-0.1623118583226609
-0.106976084,-0.6742052,0.3754250682102218,-0.1947594626481075
-0.08267511,-0.6951186,0.3551626404797077,-0.1863331359996903
-0.06705145,-0.70979625,0.3862448266587107,-0.1974067248409844
-0.08349171,-0.6725577,0.3850076381767909,-0.2135815751465665
-0.086947925,-0.650786,0.4252461557949068,-0.2629820990680907
-0.09995598,-0.7016916,0.4332384357012207,-0.2744920077665745
-0.092029765,-0.79063797,0.44181777564381,-0.278601706806536
-0.07040384,-0.75327086,0.4682970116700178,-0.30959463563236
-0.07434644,-0.75987333,0.4682347355583571,-0.3255436309281806
-0.0953757,-0.66779834,0.4993597286231301,-0.3501454839687928
-0.042827465,-0.7814751,0.5122694741032424,-0.3707521266620572
-0.036868013,-0.9308453,0.5422808480187913,-0.4107930933576643
-0.03354427,-0.855588,0.563059238364423,-0.425549975369154
-0.034599725,-0.9007819,0.5551551736830547,-0.4366384898756163
-0.037229996,-0.955729,0.5744660496938532,-0.4603303530691816
-0.027073687,-0.94542634,0.5893351001575357,-0.469931102844501
-0.008310534,-1.0292995,0.6098757012309667,-0.4984687391285646
0.026644347,-1.10319,0.6285211834987604,-0.5265583095851598
0.035718292,-1.1514418,0.6516379986249806,-0.544427640205468
0.057171606,-1.144146,0.63863757883639,-0.5373053334595416
0.073934644,-1.1700073,0.6692677528438704,-0.5702304771104401
0.07974913,-1.1678813,0.695152697022458,-0.6023519619606292
