exercise,elbow_angle_mae_deg,shoulder_angle_mae_deg,pos_norm,dtw_distance,peak_lag_s,sym_dev_abs_mean,jerk_rms
ClaspAndSpread,26.282627586206896,19.223310344827585,0.12096717241379311,48.79199396551724,-0.27448275862068966,0.073491,261.6242377931035
DeepBreathing,20.790268965517242,8.216544827586207,0.05794286206896551,24.972377827586204,2.310344827586207,0.040983,68.19327972413792
HorizontalPumping,17.038210344827586,10.348006896551723,0.08454565517241379,28.078430448275864,-0.028965517241379312,0.07295231034482758,191.93801403448276
OverheadPumping,12.828931034482759,28.523058620689653,0.14744841379310342,67.56905444827586,1.2675862068965515,0.0575861724137931,195.71827582758618
PushdownPumping,24.796024137931035,15.345596551724139,0.13370196551724137,53.72651455172414,1.5351724137931033,0.07985558620689656,243.24140568965515
ShoulderRoll,28.27376896551724,14.224020689655173,0.07603989655172413,22.09449420689655,0.9117241379310344,0.08116396551724138,201.8238606551724
