Left_Shoulder_X,Left_Shoulder_Y,DELTOID_NonAffected_upper,DELTOID_NonAffected_lower
0.52513397,-0.49714664,0.1247213747954559,-0.0134629469906903
0.5217948,-0.49720892,0.126149724385842,-0.0111607134498827
0.518362,-0.4970499,0.1277315300984865,-0.0099476113128258
0.5189887,-0.4969993,0.1294413552734396,-0.0096792656397022
0.5214351,-0.4973117,0.1312016934645822,-0.0102138511972329
0.5230121,-0.49727932,0.1330042128394142,-0.0114129898349442
0.5235609,-0.4972496,0.1347695530678192,-0.0131055066333402
0.5243815,-0.4971269,0.1364894833685549,-0.0151764159922677
0.5252802,-0.49686602,0.1380862951929866,-0.0174371075778067
0.52606297,-0.49666423,0.1395483531456503,-0.0197840740683319
0.5279637,-0.49593258,0.1408031061248731,-0.0220231839872913
0.52880424,-0.49433035,0.1406739693359643,-0.0223774562071605
0.52988166,-0.49382925,0.1410161295326111,-0.0221618475617579
0.52931076,-0.4937147,0.1409982615655017,-0.0240516302439373
0.52920103,-0.493495,0.1414907114235454,-0.0221886099406655
0.52917707,-0.4933947,0.1421494190473407,-0.025046460700709
0.53209627,-0.49297428,0.1416304121648599,-0.0251461651913005
0.5303584,-0.4931416,0.1419840853639589,-0.0253785141687304
0.5270642,-0.49332622,0.1422247025996913,-0.0242205064027695
0.5254835,-0.49334958,0.1410487450866722,-0.0226074072597623
0.5252709,-0.4931534,0.1394147360337748,-0.021437127266836
0.52225876,-0.4928465,0.1368663591509643,-0.0180176817934241
0.5179062,-0.49310437,0.1375450513531572,-0.0185635247852013
0.5145584,-0.49317878,0.135546138850365,-0.0179897648241042
0.5123351,-0.49325955,0.1362819488576295,-0.0173499249510836
0.5113997,-0.49322253,0.1346698850376315,-0.0164286693604235
0.51003,-0.4936381,0.1360730973359776,-0.0157217649475769
0.5105121,-0.4935573,0.1341002646718879,-0.014618081705088
0.5111191,-0.49331796,0.1346654732973225,-0.0156101422132167
0.5107172,-0.49014938,0.1344967836341628,-0.0144279115734528
