Left_Wrist_X,Left_Wrist_Y,FOREARM_NonAffected_upper,FOREARM_NonAffected_lower
0.67442924,0.5138997,0.4104920004607258,-0.0031057820492526
0.6699769,0.50086504,0.4091861024913448,-0.0020208123060153
0.668698,0.4984865,0.4083917625233966,-0.0012007178890776
0.671107,0.49333447,0.4080519892680097,-0.0006279205616668
0.670848,0.49068603,0.4080935550056485,-0.0002722687031922
0.6713933,0.48921263,0.4084384023614014,-0.0001044794230762
0.672954,0.48603484,0.4090209564665741,-9.123011849494411e-05
0.6725958,0.4834962,0.4097659060801001,-0.0002049759829008
0.6754125,0.4814198,0.4106000234824439,-0.000415565395703
0.6773468,0.48082337,0.4114416576575774,-0.0006898124766683
0.67864907,0.48042995,0.4122353722433239,-0.0010034157731989
0.67950624,0.47960922,0.411710642954981,-0.0014353425693489
0.68210137,0.4790573,0.412410063990797,-0.0015190257622769
0.68386716,0.47839,0.4101006703824443,-0.0016046922239396
0.6855705,0.47784612,0.4127899028937736,-0.001448249101568
0.6869133,0.47746715,0.4126268797455314,-0.001405499871287
0.687482,0.47831374,0.4149568208568521,-0.0011833876238053
0.6879016,0.47845247,0.4103857038469859,-0.0011613993001462
0.6878524,0.4787605,0.4155299139216057,-0.0011513546013712
0.6878872,0.4794045,0.4121976931244468,-0.0010869042221853
0.6881942,0.4812335,0.4118310976037623,-0.0012004458320153
0.68893707,0.48232844,0.4112630508018776,-0.0012409241016673
0.6889207,0.48252285,0.40852581190603,-0.001131629186906
0.6891523,0.48244596,0.4073843427465383,-0.0009756928387743
0.689241,0.48330337,0.4125114603889257,-0.0008328405278494
0.6892611,0.48408717,0.4135180360781,-0.0008959190023376
0.68893176,0.484428,0.4103931996916521,-0.0010828722185967
0.68832165,0.48446935,0.4094208767506445,-0.0003000798552201
0.6875274,0.4839668,0.4096917028122352,-0.000759253434543
0.68704736,0.48425144,0.4084942552885459,-0.0010586228965583
0.6857577,0.48586276,0.4101704407466631,-0.000815088254141
0.6853102,0.4861088,0.408975325085002,-0.0013195562745688
0.6851389,0.4861925,0.4066965441966328,-0.001651966660494
0.6850363,0.48623452,0.407165814748727,-0.0018420574507333
0.6849764,0.4863903,0.4063586281113321,-0.0021535282300378
0.6850026,0.48829874,0.4063690019965288,-0.0023085898458216
0.68546903,0.48830602,0.406783189722401,-0.0025440716035788
0.6855441,0.48771724,0.4038531999274242,-0.0027356038025717
0.6871982,0.48726848,0.407052484229326,-0.0026102532332279
0.6894608,0.48719436,0.4065949137135826,-0.0025435837703817
0.6896952,0.48921427,0.4086477861941702,-0.0024090376309546
0.6874213,0.48938224,0.4052460612664547,-0.0021760927523033
0.6802083,0.48711228,0.4066937537499048,-0.001863395310215
0.67576694,0.48456556,0.4088795802646871,-0.0016156416630972
0.67386174,0.4842089,0.4113353590288821,-0.00119268459628
0.6693955,0.48405442,0.4096511339989882,-0.0004965756894184
0.6651915,0.48364055,0.4083748710800771,-0.0001335482733887
0.66240025,0.48298338,0.4116305140445235,0.000657862352509
0.6625915,0.48405194,0.4085119887138637,0.0002946997467379
0.66348577,0.4880726,0.4137985649505392,0.0004573014746355
0.66463035,0.49130303,0.4089200348395435,-0.0006879200464629
0.6652497,0.49323076,0.4109420949097822,-0.0010170765319733
0.665527,0.4942884,0.413516842908106,-0.0013899163247933
0.6656566,0.49513024,0.4092595731587001,-0.0016983766795737
0.66520256,0.4955153,0.4126685102328681,-0.0019951061075034
0.6653145,0.49528736,0.4153489330229178,-0.0023585740311884
0.6654795,0.4945175,0.4125931742690084,-0.0026369211668689
0.6648236,0.49265787,0.4177755110614194,-0.001816277829987
0.66276175,0.49204564,0.4122305402124406,-0.0025385694826868
0.66179925,0.49158928,0.4136433312348609,-0.0018906385876946
0.65797454,0.48947933,0.4119100515421303,-0.0027220336629942
0.6521961,0.48284912,0.4135468263202851,-0.0033937784054595
0.64401996,0.4787329,0.4165396468252311,-0.0036359663111506
0.6414574,0.47850108,0.411691362526741,-0.0040234363649429
0.6393641,0.4781613,0.4161584998336175,-0.0037604079815125
0.6369004,0.4753335,0.408640935945695,-0.004092005135498
