Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,2.09126e-06,1.98259e-05,3.77378e-05,6.1477e-05,1.65993e-05,1.86799e-05
2,1.13291e-05,2.88038e-05,3.91129e-05,5.75966e-05,1.98637e-05,3.00171e-05
3,1.25215e-05,3.35148e-05,3.75831e-05,5.26552e-05,2.62438e-05,3.32644e-05
4,9.65457e-07,3.11409e-05,3.26808e-05,5.40848e-05,3.13875e-05,2.86188e-05
5,-1.13882e-05,2.16266e-05,2.81894e-05,6.08946e-05,3.03081e-05,2.46037e-05
6,-3.54632e-06,1.42921e-05,3.01641e-05,6.45529e-05,2.27639e-05,2.80627e-05
7,1.16382e-05,1.31087e-05,3.40788e-05,6.38691e-05,1.88401e-05,3.43883e-05
8,1.3624e-05,1.27669e-05,3.31485e-05,6.2453e-05,2.24845e-05,3.74934e-05
9,8.45792e-06,7.18467e-06,3.09534e-05,6.27633e-05,2.66281e-05,3.82868e-05
10,4.92406e-06,1.35637e-08,3.23384e-05,6.37465e-05,2.98389e-05,3.55594e-05
11,5.51455e-06,7.42036e-07,3.50818e-05,6.03047e-05,3.27155e-05,3.06432e-05
12,3.9851e-07,7.90556e-06,3.52801e-05,5.35997e-05,3.52294e-05,2.45979e-05
13,-1.46839e-05,1.15387e-05,3.33e-05,5.14112e-05,3.54541e-05,1.62778e-05
14,-2.17165e-05,9.71054e-06,3.45742e-05,5.50268e-05,3.22783e-05,6.9899e-06
15,-1.06996e-05,7.56103e-06,4.05637e-05,5.95284e-05,2.78891e-05,2.31425e-06
16,1.90435e-06,7.27031e-06,4.56112e-05,6.15474e-05,2.54656e-05,5.37342e-06
17,2.37761e-06,9.15029e-06,4.55211e-05,5.82244e-05,2.64427e-05,1.20189e-05
18,-8.24567e-06,1.12975e-05,4.07442e-05,5.21202e-05,3.03323e-05,1.4171e-05
19,-2.2306e-05,1.03805e-05,3.44081e-05,5.06838e-05,3.26997e-05,1.0136e-05
20,-2.61938e-05,7.75759e-06,3.31746e-05,5.56742e-05,2.84158e-05,7.04049e-06
