Right_Elbow_X,Right_Elbow_Y,BICEPS_Affected_upper,BICEPS_Affected_lower
-0.72283465,0.045638695,0.9769894287487808,0.0266320420154309
-0.7228532,0.045827486,0.9656914715861754,0.0288666719482035
-0.7229316,0.0458689,0.9704969613539208,0.0182890486665329
-0.7227672,0.046107437,0.9689087679708568,0.0118700985811518
-0.7220209,0.046413038,0.9673101307547084,0.0015150581975092
-0.7213651,0.04655906,0.9662280689255528,0.0214174681017111
-0.7209165,0.046528928,0.9673856151667732,0.1067385470596017
-0.72022074,0.046322495,0.9696224261995424,0.0560105216599326
-0.71934766,0.045834128,0.9673231037966988,0.0519660623594402
-0.7192905,0.045775,0.967257825060652,-0.0047241315109619
-0.7194618,0.04571378,0.9726726578848678,0.0646042524193279
-0.7194333,0.045696698,0.9702109040349954,-0.0147272499359497
-0.71958333,0.045780968,0.9643950108595676,-0.0942554163970654
-0.7210085,0.04550569,0.9668800748464208,-0.0429280382895464
-0.7216124,0.045155358,0.9694220801182,-0.1529755181882006
-0.7220362,0.045028657,0.9707218451909756,-0.2293371456802486
-0.72263473,0.044533275,0.9735843783800028,-0.2703013788418587
-0.7230683,0.044147704,0.9747466890502252,-0.3259030559698876
-0.7231765,0.04360981,0.9809661962936091,-0.4451521687308785
-0.72330004,0.042828538,0.986997105064031,-0.5536129945430359
-0.7229078,0.042183626,0.98936273196758,-0.651634856308673
-0.7226138,0.041553475,0.9828204345786116,-0.7358376898289741
-0.72245646,0.040999845,0.9904560046603904,-0.8091759804906172
-0.7231425,0.0408101,0.9938447131655096,-0.8430859664961126
-0.7224703,0.040183116,0.9912936363027752,-0.9004833992952632
-0.72391367,0.040873293,0.9928553729106084,-0.944231781842921
-0.7272202,0.042233963,0.993694491870168,-0.9753264409354886
-0.72832704,0.04222005,0.9935318486533832,-0.9939467284900384
-0.7285662,0.042631324,0.9975221557233466,-1.0
-0.72785395,0.04401713,0.9945362064043364,-0.9932775219650294
-0.72640246,0.048074394,1.0,-0.9554265795541336
-0.72349685,0.0516568,0.99045565072703,-0.9285392249968036
-0.7217901,0.053976092,0.9855398898840756,-0.8879722208869332
-0.72021,0.056027964,0.9881736572912158,-0.7839215188524367
-0.71861625,0.056600135,0.9911150043920612,-0.715968026439616
-0.7163564,0.05760001,0.9727427282196552,-0.7027392837753382
-0.7151735,0.058717646,0.9873359565819722,-0.635133361124288
-0.71530473,0.06043738,0.983823544111605,-0.5649760768524087
-0.71521944,0.061135486,0.9782016192105912,-0.4842279502932869
-0.71534675,0.062124394,0.9724006981016196,-0.4274018661740142
-0.7168898,0.063214526,0.9847503254628868,-0.3284941382231291
-0.7177858,0.06382009,0.9767737463914492,-0.3545396964940915
-0.7186106,0.063324794,0.9737901472435934,-0.2635291351985479
-0.71866864,0.062432926,0.9702154476189876,-0.2137190688759966
-0.71798366,0.061083328,0.9755274093825608,-0.1161964670413004
-0.71818006,0.060530953,0.9680372093907162,-0.1611700816495243
-0.7186441,0.059108496,0.969723211951842,-0.0879249738184139
-0.7194384,0.057321887,0.9689036094523872,-0.1159482983212301
-0.71966654,0.05698558,0.9734792736875184,-0.1228098020084779
-0.7203335,0.056550857,0.966445738139894,-0.1102605992774832
-0.7209646,0.056010824,0.969106553190484,-0.142767595971525
-0.72124106,0.056919467,0.9759579566998118,-0.1198156758076108
-0.7225247,0.05616301,0.9723154733221387,-0.178969548763569
-0.7232784,0.055074584,0.9744853601391272,-0.1700641288732116
-0.7249801,0.051508874,0.9677210468218692,-0.158580773270231
-0.72994184,0.048263457,0.966747241066083,-0.1441165571966273
-0.7405945,0.04345882,0.9747951858959432,-0.1271702467239046
-0.7408722,0.014622179,0.9727177548585728,-0.1099632519825273
-0.7482322,-0.013172894,0.9785275648396542,-0.1008634674130136
-0.7673317,-0.02453163,0.9700481958262096,-0.0928946506097783
-0.78704184,-0.033099227,0.9670057156683516,-0.0828620946386547
-0.81758213,-0.031079622,0.9711065172614544,-0.069846172657343
-0.8453578,-0.02612036,0.9730843477280418,-0.0539367989840576
-0.8691938,-0.025425985,0.9713020761073335,-0.0356825727109807
-0.8841895,-0.02875556,0.9703936239799612,-0.0144429946706359
-0.9029653,-0.029630134,0.9650866922289646,-0.0115239505879901
-0.92749715,-0.029042264,0.9733849335573288,0.0093211425672629
-0.9542891,-0.026842227,0.9752258663499692,0.0321171540581121
-0.9768551,-0.02645872,0.975590167191745,-0.0243801131844938
-0.9865068,-0.029424135,0.9745473817563298,-0.0463263598238939
-0.9985511,-0.031185012,0.9758095951148088,-0.0473797365773465
-1.0052657,-0.03234728,0.9704706205860948,-0.0542300809691556
-1.0075129,-0.033022936,0.9742906507566907,-0.0540619110528891
-1.0078027,-0.034020256,0.9730936036101794,-0.0531670468015479
-1.006307,-0.032883093,0.9733858818078416,-0.0515140894694709
-1.0058299,-0.031571608,0.9760195372972194,-0.0491600375853502
-1.0045803,-0.030665748,0.9744748264860624,-0.0460222928374625
-1.0033548,-0.030138198,0.974614180185797,-0.0446232381442714
-1.0021813,-0.02999345,0.973545222456308,-0.0355110469395384
-1.0020672,-0.029848294,0.9771934538044544,-0.019292249802841
-1.0018739,-0.02945817,0.9761320867583004,-0.0193630038736388
-1.0017465,-0.029297907,0.9733052398016108,-0.023646419721887
-1.0012668,-0.029423777,0.9754636945347328,-0.0229858975956041
-1.0010117,-0.029746424,0.9723212717835888,-0.0264076309808734
-1.0003372,-0.030075582,0.9762001284762928,-0.0250579957580221
-0.99928015,-0.030218324,0.9754151260534292,-0.0308518486510213
-0.9968576,-0.03108874,0.9734055068921136,-0.0298466924927351
-0.9942298,-0.032281443,0.969979910261916,-0.0280338764616392
-0.98976135,-0.032188814,0.9774214204626196,-0.0254759114553575
-0.9859158,-0.03210717,0.9769996851589452,-0.022083044315775
-0.9822791,-0.031823643,0.9734168536171558,-0.0179722704614979
-0.9809407,-0.031106576,0.978071345778906,-0.0129993522134288
-0.9801062,-0.030077532,0.9765415884842592,-0.0073357695111564
-0.9775887,-0.02905958,0.9726097476354626,-0.0300399730893708
-0.9753941,-0.0279827,0.9790920356555686,-0.0215219516649206
-0.9739918,-0.02666563,0.975404131441568,-0.0246788717681892
-0.97583467,-0.024938008,0.9737098020039172,-0.0272651202918537
-0.97701,-0.023845578,0.975407191303339,-0.0293396159530639
-0.9777578,-0.023310034,0.9716541864851366,-0.0309252074765099
-0.9787821,-0.022706626,0.9728278016809078,-0.0319672192924176
-0.9793221,-0.022678956,0.9786774270713524,-0.0325022132188891
-0.9771047,-0.02386966,0.9699574349150426,-0.0325117411894943
-0.9750339,-0.025052452,0.9764848859031188,-0.0319961375189914
-0.97252196,-0.027054664,0.976922158576466,-0.0309731816442941
-0.9720592,-0.027732158,0.9730607899705492,-0.0303052043467354
-0.97148347,-0.028348641,0.9707199876516498,-0.0285123902984616
-0.97115564,-0.028990027,0.9702187326241112,-0.0261777501739811
-0.9706191,-0.029667351,0.9727071633230464,-0.0233817888051726
-0.97015476,-0.030143082,0.9712722031378184,-0.0120308485739346
-0.9700019,-0.030528303,0.9756317358193164,-0.0106738763090106
-0.9699428,-0.030836372,0.9685705412651096,-0.008632088236117
-0.97005326,-0.031381708,0.9716858115531124,-0.005975890840526
-0.9700971,-0.031734355,0.9689229407723704,-0.0094145077805485
-0.970122,-0.031925943,0.9677467410563306,-0.0074395964412861
-0.97018206,-0.032076348,0.96601712111431,-0.0193315935400008
-0.9700061,-0.03214492,0.9698744119832536,-0.0202896779442178
-0.9698279,-0.032105945,0.9723363307400658,-0.020932589261076
-0.96973544,-0.03209917,0.9692842824349764,-0.0212632641047794
-0.96988803,-0.031658474,0.9727147784120116,-0.0212702998945105
-0.96906185,-0.031442,0.9681017937427844,-0.0209539435000844
-0.9684073,-0.031231858,0.9664833516098044,-0.0203251037626884
-0.9678491,-0.031047584,0.9682478342399244,-0.0193617161301329
-0.96752995,-0.03131347,0.9672976957311292,-0.0180970008656097
-0.9649775,-0.031368755,0.9698912064658946,-0.0164865819949249
-0.9631925,-0.033008736,0.9652557424205774,-0.0145859912032745
-0.9615591,-0.0378166,0.971391610554998,-0.0123285410944602
-0.96071714,-0.04157607,0.9686176253915773,-0.0097920747756827
-0.9603306,-0.042751305,0.9668822209665175,-0.0068875934287391
-0.96191007,-0.042976547,0.9677632398564476,-0.0037152515828344
-0.9635318,-0.041680794,0.9670611380997298,-0.01236986874791
