Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,3.17824e-05,1.65257e-05,7.78337e-05,6.76507e-05,-1.80274e-05,2.59916e-05
2,3.58068e-06,2.08346e-05,-2.4701e-06,5.83443e-05,-1.28541e-05,2.02125e-05
3,-3.2188e-05,1.92776e-05,-8.50819e-05,3.98474e-05,-3.58818e-06,1.20609e-05
4,-3.24365e-05,1.43513e-05,-7.02098e-05,3.46057e-05,-1.04011e-06,9.90525e-06
5,7.39548e-06,1.01131e-05,3.74201e-05,4.59012e-05,-6.92367e-06,1.6708e-05
6,3.87292e-05,8.78599e-06,0.000116871,6.17227e-05,-1.38059e-05,2.19416e-05
7,3.40172e-05,1.38193e-05,0.00011267,7.26171e-05,-1.73139e-05,1.79398e-05
8,1.84324e-06,2.02819e-05,4.69936e-05,7.04539e-05,-1.89086e-05,1.0714e-05
9,-4.1128e-05,2.00619e-05,-4.8302e-05,6.00369e-05,-1.67552e-05,6.30457e-06
10,-5.04894e-05,1.35033e-05,-5.84762e-05,5.55709e-05,-1.1341e-05,8.96476e-06
11,-1.09852e-05,8.12352e-06,4.53689e-05,5.6631e-05,-1.13949e-05,1.57629e-05
12,2.71069e-05,7.28247e-06,0.00012668,5.36349e-05,-1.33567e-05,2.05988e-05
13,2.94538e-05,1.67246e-05,0.000116915,5.76177e-05,-1.10089e-05,2.20049e-05
14,3.39989e-06,2.71648e-05,5.38605e-05,6.11681e-05,-3.82176e-06,2.00976e-05
15,-4.87204e-05,2.1447e-05,-4.56778e-05,4.98964e-05,5.50326e-08,1.15406e-05
16,-6.935e-05,6.64594e-06,-6.00572e-05,3.88229e-05,-1.08226e-06,6.75706e-06
17,-1.99289e-05,4.44798e-06,5.05648e-05,4.65486e-05,-3.76081e-06,1.39809e-05
18,1.91388e-05,1.04107e-05,0.000107325,5.91224e-05,-5.82252e-06,2.13676e-05
19,2.30121e-05,1.13187e-05,9.36945e-05,6.00945e-05,-8.45522e-06,2.34614e-05
20,2.19592e-05,8.36654e-06,7.7868e-05,5.3129e-05,-9.05072e-06,2.17482e-05
21,2.05182e-05,9.54267e-06,6.00028e-05,5.78491e-05,-8.39887e-06,1.92692e-05
22,2.11166e-05,1.50791e-05,5.4956e-05,6.91606e-05,-1.00629e-05,1.95618e-05
23,-3.01281e-06,1.53173e-05,8.11875e-06,6.48076e-05,-1.10315e-05,1.747e-05
24,-3.81554e-05,7.01402e-06,-5.28602e-05,5.06575e-05,-9.25658e-06,1.42335e-05
25,-3.47404e-05,6.82937e-07,-2.65836e-05,4.87634e-05,-5.27594e-06,1.78012e-05
26,4.33627e-06,-5.89027e-07,5.61856e-05,5.5283e-05,-4.01607e-06,2.52519e-05
27,2.76188e-05,3.4849e-06,9.50821e-05,6.307e-05,-6.1425e-07,2.596e-05
